,is_returning,num_bikes_available,num_ebikes_available,station_id,is_installed,last_reported,eightd_has_available_keys,legacy_id,num_docks_disabled,num_bikes_disabled,station_status,num_docks_available,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
203,True,8,0,236,True,2020-07-29 21:16:11+00:00,False,236,0,1,active,6,True,,,2020-07-29 21:39:00,2020
204,True,2,0,239,True,2020-07-29 21:13:20+00:00,False,239,0,0,active,13,True,,,2020-07-29 21:39:00,2020
205,True,11,0,255,True,2020-07-29 17:50:43+00:00,False,255,0,0,active,4,True,,,2020-07-29 21:39:00,2020
206,True,8,0,258,True,2020-07-29 12:20:53+00:00,False,258,0,0,active,7,True,,,2020-07-29 21:39:00,2020
207,True,0,0,259,True,2020-07-29 20:49:08+00:00,False,259,0,1,active,14,True,,,2020-07-29 21:39:00,2020
208,True,12,0,260,True,2020-07-29 20:34:03+00:00,False,260,0,3,active,0,True,,,2020-07-29 21:39:00,2020
209,True,1,0,271,True,2020-07-29 21:37:12+00:00,False,271,0,1,active,13,True,,,2020-07-29 21:39:00,2020
210,True,12,0,272,True,2020-07-29 20:09:56+00:00,False,272,0,2,active,5,True,,,2020-07-29 21:39:00,2020
211,True,30,0,273,True,2020-07-29 21:29:34+00:00,False,273,0,1,active,9,True,,,2020-07-29 21:39:00,2020
212,True,11,0,279,True,2020-07-29 21:37:37+00:00,False,279,0,0,active,8,True,,,2020-07-29 21:39:00,2020
213,True,3,0,280,True,2020-07-29 20:05:28+00:00,False,280,0,0,active,16,True,,,2020-07-29 21:39:00,2020
