,eightd_has_available_keys,num_docks_available,num_docks_disabled,station_id,num_ebikes_available,legacy_id,last_reported,num_bikes_available,is_installed,is_renting,is_returning,num_bikes_disabled,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
18,True,35,0,22,0,22,2020-08-20 21:16:44+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
19,False,20,0,23,0,23,2020-08-20 21:18:34+00:00,0,True,True,True,1,active,,,2020-08-20 21:20:45,2020
20,False,7,0,24,0,24,2020-08-20 21:10:27+00:00,11,True,True,True,1,active,,,2020-08-20 21:20:45,2020
21,False,11,0,25,0,25,2020-08-20 21:10:40+00:00,3,True,True,True,1,active,,,2020-08-20 21:20:45,2020
22,False,9,0,26,0,26,2020-08-20 21:09:38+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
23,False,2,0,27,0,27,2020-08-20 21:20:21+00:00,19,True,True,True,2,active,,,2020-08-20 21:20:45,2020
24,False,14,0,29,0,29,2020-08-20 20:55:03+00:00,0,True,True,True,1,active,,,2020-08-20 21:20:45,2020
25,False,15,0,30,0,30,2020-08-20 21:19:28+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
26,True,16,0,31,0,31,2020-08-20 21:15:45+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
27,False,3,0,32,0,32,2020-08-20 21:19:32+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
28,False,15,0,33,0,33,2020-08-20 20:59:42+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
29,False,7,0,35,0,35,2020-08-20 21:12:03+00:00,16,True,True,True,0,active,,,2020-08-20 21:20:45,2020
30,True,5,0,36,0,36,2020-08-20 21:19:49+00:00,28,True,True,True,0,active,,,2020-08-20 21:20:45,2020
31,True,4,0,37,0,37,2020-08-20 20:50:29+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
32,False,14,0,39,0,39,2020-08-20 21:19:49+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
33,False,9,0,40,0,40,2020-08-20 21:17:50+00:00,10,True,True,True,0,active,,,2020-08-20 21:20:45,2020
34,True,23,0,41,0,41,2020-08-20 21:16:26+00:00,3,True,True,True,1,active,,,2020-08-20 21:20:45,2020
35,False,2,0,42,0,42,2020-08-20 21:18:22+00:00,21,True,True,True,0,active,,,2020-08-20 21:20:45,2020
36,True,8,0,43,0,43,2020-08-20 21:20:23+00:00,7,True,True,True,0,active,,,2020-08-20 21:20:45,2020
37,False,13,0,44,0,44,2020-08-20 21:20:05+00:00,10,True,True,True,0,active,,,2020-08-20 21:20:45,2020
38,False,11,0,46,0,46,2020-08-20 21:18:05+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
39,True,15,0,47,0,47,2020-08-20 21:20:23+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
40,False,8,0,48,0,48,2020-08-20 21:17:05+00:00,10,True,True,True,1,active,,,2020-08-20 21:20:45,2020
41,False,7,0,49,0,49,2020-08-20 21:12:04+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
42,True,5,0,50,0,50,2020-08-20 20:58:27+00:00,9,True,True,True,1,active,,,2020-08-20 21:20:45,2020
43,False,1,0,51,0,51,2020-08-20 20:40:20+00:00,13,True,True,True,1,active,,,2020-08-20 21:20:45,2020
44,True,13,0,52,0,52,2020-08-20 21:14:25+00:00,10,True,True,True,0,active,,,2020-08-20 21:20:45,2020
45,False,13,0,53,0,53,2020-08-20 21:20:07+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
46,False,7,0,54,0,54,2020-08-20 21:13:34+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
47,False,11,0,55,0,55,2020-08-20 21:18:14+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
48,False,12,0,56,0,56,2020-08-20 21:02:34+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
49,True,14,0,57,0,57,2020-08-20 21:17:43+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
50,True,18,0,58,0,58,2020-08-20 21:13:39+00:00,0,True,True,True,1,active,,,2020-08-20 21:20:45,2020
51,True,4,0,59,0,59,2020-08-20 21:03:40+00:00,15,True,True,True,0,active,,,2020-08-20 21:20:45,2020
52,False,8,0,60,0,60,2020-08-20 21:19:28+00:00,10,True,True,True,1,active,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 40, 'off_dock_count': 27, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 87, 'active': True, 'region': 'BOS'}",2020-08-20 21:20:45,2020
53,False,5,0,61,0,61,2020-08-20 21:16:16+00:00,14,True,True,True,0,active,,,2020-08-20 21:20:45,2020
54,False,10,0,63,0,63,2020-08-20 20:30:48+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
