,last_reported,is_returning,num_bikes_disabled,station_id,is_renting,num_docks_disabled,num_ebikes_available,is_installed,num_bikes_available,station_status,num_docks_available,eightd_has_available_keys,legacy_id,timestamp_of_data_read_request,year_station_last_reported
212,2020-08-05 03:58:51+00:00,True,0,279,True,0,0,True,4,active,15,False,279,2020-08-05 06:08:10,2020
213,2020-08-05 03:32:13+00:00,True,0,280,True,0,0,True,11,active,8,False,280,2020-08-05 06:08:10,2020
214,2020-08-05 01:24:45+00:00,True,0,282,True,0,0,True,15,active,0,False,282,2020-08-05 06:08:10,2020
215,2020-08-05 03:53:26+00:00,True,1,296,True,0,0,True,9,active,13,False,296,2020-08-05 06:08:10,2020
216,2020-08-05 04:07:02+00:00,True,0,318,True,0,0,True,2,active,17,False,318,2020-08-05 06:08:10,2020
217,2020-08-05 04:24:02+00:00,True,0,319,True,0,0,True,14,active,11,False,319,2020-08-05 06:08:10,2020
218,2020-08-04 21:18:00+00:00,True,0,327,True,0,0,True,8,active,7,False,327,2020-08-05 06:08:10,2020
219,2020-08-05 03:26:59+00:00,True,0,328,True,0,0,True,12,active,3,False,328,2020-08-05 06:08:10,2020
220,2020-08-05 01:19:33+00:00,True,0,329,True,0,0,True,9,active,6,False,329,2020-08-05 06:08:10,2020
221,2020-08-05 02:10:06+00:00,True,0,330,True,0,0,True,5,active,10,False,330,2020-08-05 06:08:10,2020
222,2020-08-05 05:35:37+00:00,True,0,331,True,0,0,True,9,active,6,False,331,2020-08-05 06:08:10,2020
223,2020-08-05 05:29:34+00:00,True,0,332,True,0,0,True,1,active,14,False,332,2020-08-05 06:08:10,2020
224,2020-08-05 02:53:06+00:00,True,0,333,True,0,0,True,19,active,6,False,333,2020-08-05 06:08:10,2020
225,2020-08-05 04:43:18+00:00,True,0,334,True,0,0,True,10,active,9,False,334,2020-08-05 06:08:10,2020
226,2020-08-05 05:28:30+00:00,True,0,335,True,0,0,True,0,active,19,False,335,2020-08-05 06:08:10,2020
