,is_renting,is_returning,last_reported,num_bikes_disabled,eightd_has_available_keys,legacy_id,station_id,num_bikes_available,is_installed,num_docks_disabled,station_status,num_docks_available,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
216,True,True,2020-08-18 23:27:52+00:00,0,False,318,318,4,True,0,active,15,0,2020-08-18 23:40:10,2020
217,True,True,2020-08-18 23:34:29+00:00,0,False,319,319,9,True,0,active,16,0,2020-08-18 23:40:10,2020
218,True,True,2020-08-18 23:21:14+00:00,0,False,327,327,3,True,0,active,12,0,2020-08-18 23:40:10,2020
219,True,True,2020-08-18 23:33:44+00:00,0,False,328,328,5,True,0,active,10,0,2020-08-18 23:40:10,2020
220,True,True,2020-08-18 21:14:17+00:00,1,False,329,329,13,True,0,active,1,0,2020-08-18 23:40:10,2020
221,True,True,2020-08-18 23:25:25+00:00,0,False,330,330,1,True,0,active,14,0,2020-08-18 23:40:10,2020
222,True,True,2020-08-18 23:34:31+00:00,0,False,331,331,0,True,0,active,15,0,2020-08-18 23:40:10,2020
223,True,True,2020-08-18 23:19:19+00:00,1,False,332,332,5,True,0,active,9,0,2020-08-18 23:40:10,2020
224,True,True,2020-08-18 23:28:08+00:00,0,False,333,333,22,True,0,active,3,0,2020-08-18 23:40:10,2020
225,True,True,2020-08-18 23:22:45+00:00,0,False,334,334,17,True,0,active,2,0,2020-08-18 23:40:10,2020
226,True,True,2020-08-18 23:38:57+00:00,0,False,335,335,2,True,0,active,17,0,2020-08-18 23:40:10,2020
227,True,True,2020-08-18 21:08:08+00:00,0,False,336,336,3,True,0,active,12,0,2020-08-18 23:40:10,2020
228,True,True,2020-08-18 21:44:03+00:00,0,False,337,337,13,True,0,active,2,0,2020-08-18 23:40:10,2020
