,station_id,legacy_id,station_status,num_docks_disabled,is_renting,is_installed,num_ebikes_available,eightd_has_available_keys,last_reported,num_bikes_disabled,num_bikes_available,num_docks_available,is_returning,timestamp_of_data_read_request,year_station_last_reported
189,217,217,active,0,True,True,0,False,2020-08-14 01:27:38+00:00,0,9,10,True,2020-08-14 03:46:25,2020
190,218,218,active,0,True,True,0,False,2020-08-14 03:33:35+00:00,0,10,5,True,2020-08-14 03:46:25,2020
191,219,219,active,0,True,True,0,False,2020-08-14 00:59:22+00:00,1,5,9,True,2020-08-14 03:46:25,2020
192,221,221,active,0,True,True,0,False,2020-08-14 03:25:16+00:00,0,9,10,True,2020-08-14 03:46:25,2020
193,222,222,active,0,True,True,0,True,2020-08-14 03:12:22+00:00,0,6,8,True,2020-08-14 03:46:25,2020
194,224,224,active,0,True,True,0,False,2020-08-14 02:06:47+00:00,2,12,3,True,2020-08-14 03:46:25,2020
195,225,225,active,0,True,True,0,False,2020-08-14 03:32:26+00:00,0,7,12,True,2020-08-14 03:46:25,2020
196,226,226,active,0,True,True,0,False,2020-08-14 03:43:15+00:00,0,13,2,True,2020-08-14 03:46:25,2020
197,227,227,active,0,True,True,0,False,2020-08-14 02:43:53+00:00,3,9,7,True,2020-08-14 03:46:25,2020
198,228,228,active,0,True,True,0,False,2020-08-14 01:50:08+00:00,0,0,19,True,2020-08-14 03:46:25,2020
199,232,232,active,0,True,True,0,False,2020-08-13 22:59:36+00:00,0,6,5,True,2020-08-14 03:46:25,2020
200,233,233,active,0,True,True,0,False,2020-08-14 02:30:12+00:00,0,10,5,True,2020-08-14 03:46:25,2020
201,234,234,active,0,True,True,0,False,2020-08-14 03:20:24+00:00,0,7,8,True,2020-08-14 03:46:25,2020
202,235,235,active,0,True,True,0,False,2020-08-14 03:30:20+00:00,0,10,5,True,2020-08-14 03:46:25,2020
203,236,236,active,0,True,True,0,False,2020-08-14 01:20:32+00:00,0,7,8,True,2020-08-14 03:46:25,2020
204,239,239,active,0,True,True,0,False,2020-08-14 03:35:41+00:00,0,9,6,True,2020-08-14 03:46:25,2020
205,255,255,active,0,True,True,0,False,2020-08-13 12:33:28+00:00,0,10,5,True,2020-08-14 03:46:25,2020
