,station_status,num_ebikes_available,is_returning,num_docks_disabled,legacy_id,is_renting,num_bikes_disabled,last_reported,eightd_has_available_keys,station_id,is_installed,num_bikes_available,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
223,active,0,True,0,332,True,0,2020-08-05 16:58:22+00:00,False,332,True,2,13,,,2020-08-05 17:33:40,2020
224,active,0,True,0,333,True,0,2020-08-05 16:52:22+00:00,False,333,True,20,5,,,2020-08-05 17:33:40,2020
225,active,0,True,0,334,True,1,2020-08-05 17:33:36+00:00,False,334,True,8,10,,,2020-08-05 17:33:40,2020
226,active,0,True,0,335,True,1,2020-08-05 17:22:55+00:00,False,335,True,8,10,,,2020-08-05 17:33:40,2020
227,active,0,True,0,336,True,0,2020-08-05 17:23:33+00:00,False,336,True,11,4,,,2020-08-05 17:33:40,2020
228,active,0,True,0,337,True,0,2020-08-05 17:22:02+00:00,False,337,True,14,1,,,2020-08-05 17:33:40,2020
229,active,0,True,0,338,True,0,2020-08-05 17:24:33+00:00,False,338,True,3,12,,,2020-08-05 17:33:40,2020
230,active,0,True,0,339,True,0,2020-08-05 14:44:20+00:00,False,339,True,11,4,,,2020-08-05 17:33:40,2020
231,active,0,True,0,340,True,0,2020-08-04 17:02:48+00:00,False,340,True,16,3,,,2020-08-05 17:33:40,2020
232,active,0,True,0,341,True,0,2020-08-05 16:04:27+00:00,True,341,True,5,10,,,2020-08-05 17:33:40,2020
233,active,0,True,0,342,True,0,2020-08-05 17:30:38+00:00,False,342,True,6,9,,,2020-08-05 17:33:40,2020
234,active,0,True,0,343,True,0,2020-08-04 19:00:47+00:00,False,343,True,6,9,,,2020-08-05 17:33:40,2020
235,active,0,True,0,344,True,0,2020-08-05 14:56:38+00:00,False,344,True,0,19,,,2020-08-05 17:33:40,2020
236,active,0,True,0,345,True,0,2020-08-05 17:00:39+00:00,False,345,True,9,10,,,2020-08-05 17:33:40,2020
237,active,0,True,0,346,True,0,2020-08-05 13:33:04+00:00,False,346,True,1,14,,,2020-08-05 17:33:40,2020
238,active,0,True,0,347,True,0,2020-08-05 13:46:26+00:00,False,347,True,9,6,,,2020-08-05 17:33:40,2020
239,active,0,True,0,348,True,0,2020-08-05 15:58:45+00:00,False,348,True,14,1,,,2020-08-05 17:33:40,2020
240,active,0,True,0,349,True,0,2020-08-05 15:39:46+00:00,True,349,True,8,9,,,2020-08-05 17:33:40,2020
241,active,0,True,0,350,True,0,2020-08-05 10:33:31+00:00,False,350,True,6,11,,,2020-08-05 17:33:40,2020
242,active,0,True,0,351,True,0,2020-08-05 17:09:23+00:00,False,351,True,6,9,,,2020-08-05 17:33:40,2020
243,active,0,True,0,352,True,0,2020-08-05 17:15:21+00:00,False,352,True,1,14,,,2020-08-05 17:33:40,2020
244,active,0,True,0,353,True,0,2020-08-05 16:44:15+00:00,True,353,True,7,8,,,2020-08-05 17:33:40,2020
245,active,0,True,0,354,True,0,2020-08-05 15:44:35+00:00,False,354,True,1,14,,,2020-08-05 17:33:40,2020
246,active,0,True,0,355,True,0,2020-08-05 17:12:21+00:00,False,355,True,14,3,,,2020-08-05 17:33:40,2020
