,legacy_id,eightd_has_available_keys,num_docks_disabled,is_installed,num_docks_available,last_reported,is_renting,num_bikes_available,is_returning,num_bikes_disabled,station_status,station_id,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
209,271,False,0,True,14,2020-07-30 17:45:28+00:00,True,1,True,0,active,271,0,,,2020-07-30 19:07:45,2020
210,272,False,0,True,12,2020-07-30 17:59:20+00:00,True,5,True,2,active,272,0,,,2020-07-30 19:07:45,2020
211,273,False,0,True,13,2020-07-30 19:04:49+00:00,True,27,True,0,active,273,0,,,2020-07-30 19:07:45,2020
212,279,False,0,True,10,2020-07-30 19:00:08+00:00,True,9,True,0,active,279,0,,,2020-07-30 19:07:45,2020
213,280,False,0,True,9,2020-07-30 18:58:03+00:00,True,9,True,1,active,280,0,,,2020-07-30 19:07:45,2020
214,282,False,0,True,5,2020-07-30 18:55:57+00:00,True,9,True,1,active,282,0,,,2020-07-30 19:07:45,2020
215,296,False,0,True,11,2020-07-30 18:08:33+00:00,True,12,True,0,active,296,0,,,2020-07-30 19:07:45,2020
216,318,False,0,True,0,2020-07-30 19:02:54+00:00,True,19,True,0,active,318,0,,,2020-07-30 19:07:45,2020
217,319,False,0,True,11,2020-07-30 16:44:54+00:00,True,14,True,0,active,319,0,,,2020-07-30 19:07:45,2020
218,327,False,0,True,5,2020-07-30 19:03:49+00:00,True,10,True,0,active,327,0,,,2020-07-30 19:07:45,2020
219,328,False,0,True,9,2020-07-30 18:44:31+00:00,True,6,True,0,active,328,0,,,2020-07-30 19:07:45,2020
220,329,False,0,True,4,2020-07-30 17:55:14+00:00,True,11,True,0,active,329,0,,,2020-07-30 19:07:45,2020
221,330,False,0,True,11,2020-07-30 18:48:14+00:00,True,4,True,0,active,330,0,,,2020-07-30 19:07:45,2020
222,331,False,0,True,3,2020-07-30 19:00:22+00:00,True,9,True,3,active,331,0,,,2020-07-30 19:07:45,2020
