,station_status,num_bikes_available,num_ebikes_available,is_returning,last_reported,num_bikes_disabled,station_id,legacy_id,num_docks_available,num_docks_disabled,is_installed,is_renting,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
212,active,17,0,True,2020-08-19 06:15:18+00:00,0,279,279,2,0,True,True,False,2020-08-19 07:29:45,2020
213,active,14,0,True,2020-08-18 22:54:33+00:00,0,280,280,5,0,True,True,False,2020-08-19 07:29:45,2020
214,active,15,0,True,2020-08-19 01:12:51+00:00,0,282,282,0,0,True,True,False,2020-08-19 07:29:45,2020
215,active,22,0,True,2020-08-19 01:07:04+00:00,1,296,296,0,0,True,True,False,2020-08-19 07:29:45,2020
216,active,2,0,True,2020-08-19 07:08:47+00:00,0,318,318,17,0,True,True,False,2020-08-19 07:29:45,2020
217,active,10,0,True,2020-08-19 01:58:56+00:00,0,319,319,15,0,True,True,False,2020-08-19 07:29:45,2020
218,active,3,0,True,2020-08-19 04:55:32+00:00,0,327,327,12,0,True,True,False,2020-08-19 07:29:45,2020
219,active,8,0,True,2020-08-19 04:29:31+00:00,0,328,328,7,0,True,True,False,2020-08-19 07:29:45,2020
220,active,10,0,True,2020-08-19 07:16:09+00:00,1,329,329,4,0,True,True,False,2020-08-19 07:29:45,2020
221,active,1,0,True,2020-08-18 23:25:25+00:00,0,330,330,14,0,True,True,False,2020-08-19 07:29:45,2020
222,active,5,0,True,2020-08-19 05:50:11+00:00,1,331,331,9,0,True,True,False,2020-08-19 07:29:45,2020
223,active,14,0,True,2020-08-19 05:19:01+00:00,1,332,332,0,0,True,True,False,2020-08-19 07:29:45,2020
224,active,25,0,True,2020-08-19 05:45:56+00:00,0,333,333,0,0,True,True,False,2020-08-19 07:29:45,2020
