,is_returning,last_reported,station_id,eightd_has_available_keys,num_bikes_available,num_ebikes_available,num_docks_available,is_renting,legacy_id,station_status,num_docks_disabled,num_bikes_disabled,is_installed,timestamp_of_data_read_request,year_station_last_reported
23,True,2020-08-15 23:00:09+00:00,27,False,10,0,12,True,27,active,0,1,True,2020-08-15 23:01:10,2020
24,True,2020-08-15 22:56:26+00:00,29,False,3,0,11,True,29,active,0,1,True,2020-08-15 23:01:10,2020
25,True,2020-08-15 22:43:28+00:00,30,False,1,0,13,True,30,active,0,1,True,2020-08-15 23:01:10,2020
26,True,2020-08-15 22:43:16+00:00,31,True,8,0,10,True,31,active,0,1,True,2020-08-15 23:01:10,2020
27,True,2020-08-15 22:56:24+00:00,32,False,11,0,3,True,32,active,0,1,True,2020-08-15 23:01:10,2020
28,True,2020-08-15 23:00:05+00:00,33,False,16,0,11,True,33,active,0,0,True,2020-08-15 23:01:10,2020
29,True,2020-08-15 22:49:02+00:00,35,False,11,0,11,True,35,active,0,1,True,2020-08-15 23:01:10,2020
30,True,2020-08-15 22:57:21+00:00,36,False,20,0,12,True,36,active,0,1,True,2020-08-15 23:01:10,2020
31,True,2020-08-15 20:55:02+00:00,37,True,9,0,6,True,37,active,0,0,True,2020-08-15 23:01:10,2020
32,True,2020-08-15 22:52:07+00:00,39,False,17,0,5,True,39,active,0,1,True,2020-08-15 23:01:10,2020
33,True,2020-08-15 22:57:20+00:00,40,False,6,0,13,True,40,active,0,0,True,2020-08-15 23:01:10,2020
34,True,2020-08-15 23:00:56+00:00,41,True,7,0,20,True,41,active,0,0,True,2020-08-15 23:01:10,2020
35,True,2020-08-15 22:57:30+00:00,42,False,17,0,6,True,42,active,0,0,True,2020-08-15 23:01:10,2020
36,True,2020-08-15 22:13:40+00:00,43,True,1,0,14,True,43,active,0,0,True,2020-08-15 23:01:10,2020
37,True,2020-08-15 22:59:27+00:00,44,False,4,0,19,True,44,active,0,0,True,2020-08-15 23:01:10,2020
38,True,2020-08-15 22:52:43+00:00,46,False,5,0,11,True,46,active,0,3,True,2020-08-15 23:01:10,2020
39,True,2020-08-15 22:55:21+00:00,47,True,13,0,6,True,47,active,0,0,True,2020-08-15 23:01:10,2020
40,True,2020-08-15 21:07:35+00:00,48,False,1,0,18,True,48,active,0,0,True,2020-08-15 23:01:10,2020
41,True,2020-08-15 22:47:10+00:00,49,False,12,0,6,True,49,active,0,0,True,2020-08-15 23:01:10,2020
42,True,2020-08-15 23:00:44+00:00,50,True,6,0,9,True,50,active,0,0,True,2020-08-15 23:01:10,2020
43,True,2020-08-15 22:32:29+00:00,51,False,8,0,7,True,51,active,0,0,True,2020-08-15 23:01:10,2020
44,True,2020-08-15 22:57:22+00:00,52,True,18,0,5,True,52,active,0,0,True,2020-08-15 23:01:10,2020
45,True,2020-08-15 22:57:49+00:00,53,False,15,0,1,True,53,active,0,3,True,2020-08-15 23:01:10,2020
46,True,2020-08-15 22:50:35+00:00,54,False,8,0,6,True,54,active,0,1,True,2020-08-15 23:01:10,2020
47,True,2020-08-15 23:00:55+00:00,55,False,3,0,12,True,55,active,0,0,True,2020-08-15 23:01:10,2020
48,True,2020-08-15 20:51:19+00:00,56,False,17,0,1,True,56,active,0,0,True,2020-08-15 23:01:10,2020
49,True,2020-08-15 22:52:04+00:00,57,True,3,0,11,True,57,active,0,0,True,2020-08-15 23:01:10,2020
50,True,2020-08-15 22:50:34+00:00,58,True,7,0,8,True,58,active,0,4,True,2020-08-15 23:01:10,2020
51,True,2020-08-15 21:59:04+00:00,59,True,5,0,14,True,59,active,0,0,True,2020-08-15 23:01:10,2020
52,True,2020-08-15 22:51:05+00:00,60,False,8,0,9,True,60,active,0,2,True,2020-08-15 23:01:10,2020
53,True,2020-08-15 22:47:53+00:00,61,False,0,0,19,True,61,active,0,0,True,2020-08-15 23:01:10,2020
54,True,2020-08-15 19:49:14+00:00,63,False,9,0,6,True,63,active,0,0,True,2020-08-15 23:01:10,2020
55,True,2020-08-15 22:40:59+00:00,64,False,7,0,11,True,64,active,0,1,True,2020-08-15 23:01:10,2020
56,True,2020-08-15 22:22:58+00:00,65,False,2,0,20,True,65,active,0,1,True,2020-08-15 23:01:10,2020
57,True,2020-08-15 22:47:13+00:00,66,False,4,0,11,True,66,active,0,0,True,2020-08-15 23:01:10,2020
58,True,2020-08-15 22:57:19+00:00,67,True,2,0,25,True,67,active,0,0,True,2020-08-15 23:01:10,2020
59,True,2020-08-15 22:55:05+00:00,68,True,16,0,1,True,68,active,0,2,True,2020-08-15 23:01:10,2020
60,True,2020-08-15 22:59:21+00:00,69,True,10,0,7,True,69,active,0,2,True,2020-08-15 23:01:10,2020
61,True,2020-08-15 22:41:54+00:00,70,False,22,0,1,True,70,active,0,0,True,2020-08-15 23:01:10,2020
62,True,2020-08-15 22:41:40+00:00,71,False,7,0,16,True,71,active,0,0,True,2020-08-15 23:01:10,2020
63,True,2020-08-15 22:55:35+00:00,72,False,4,0,18,True,72,active,0,1,True,2020-08-15 23:01:10,2020
64,True,2020-08-15 22:40:51+00:00,73,False,8,0,7,True,73,active,0,0,True,2020-08-15 23:01:10,2020
65,True,2020-08-15 22:59:19+00:00,74,True,1,0,18,True,74,active,0,0,True,2020-08-15 23:01:10,2020
66,True,2020-08-15 22:44:31+00:00,75,False,13,0,1,True,75,active,0,1,True,2020-08-15 23:01:10,2020
67,True,2020-08-15 22:58:21+00:00,76,False,13,0,2,True,76,active,0,2,True,2020-08-15 23:01:10,2020
68,True,2020-08-15 22:39:31+00:00,77,False,3,0,12,True,77,active,0,0,True,2020-08-15 23:01:10,2020
69,True,2020-08-15 22:48:24+00:00,78,False,15,0,2,True,78,active,0,2,True,2020-08-15 23:01:10,2020
70,True,2020-08-15 22:45:14+00:00,79,False,14,0,5,True,79,active,0,0,True,2020-08-15 23:01:10,2020
71,True,2020-08-15 22:54:22+00:00,80,False,11,0,23,True,80,active,0,1,True,2020-08-15 23:01:10,2020
72,True,2020-08-15 22:55:08+00:00,81,False,4,0,14,True,81,active,0,1,True,2020-08-15 23:01:10,2020
73,True,2020-08-15 22:13:56+00:00,82,False,0,0,15,True,82,active,0,0,True,2020-08-15 23:01:10,2020
74,True,2020-08-15 22:47:14+00:00,84,False,0,0,14,True,84,active,0,1,True,2020-08-15 23:01:10,2020
75,True,2020-08-15 22:40:00+00:00,85,False,12,0,7,True,85,active,0,0,True,2020-08-15 23:01:10,2020
76,True,2020-08-15 22:59:51+00:00,86,False,13,0,5,True,86,active,0,1,True,2020-08-15 23:01:10,2020
77,True,2020-08-15 23:00:35+00:00,87,False,0,0,15,True,87,active,0,0,True,2020-08-15 23:01:10,2020
78,True,2020-08-15 22:41:42+00:00,89,False,15,0,4,True,89,active,0,0,True,2020-08-15 23:01:10,2020
79,True,2020-08-15 22:45:34+00:00,90,False,3,0,16,True,90,active,0,0,True,2020-08-15 23:01:10,2020
80,True,2020-08-15 22:52:59+00:00,91,False,2,0,16,True,91,active,0,1,True,2020-08-15 23:01:10,2020
81,True,2020-08-15 19:43:28+00:00,92,False,19,0,0,True,92,active,0,0,True,2020-08-15 23:01:10,2020
82,True,2020-08-15 22:53:23+00:00,93,False,7,0,8,True,93,active,0,0,True,2020-08-15 23:01:10,2020
83,True,2020-08-15 22:57:19+00:00,94,False,7,0,4,True,94,active,0,0,True,2020-08-15 23:01:10,2020
84,True,2020-08-15 22:50:56+00:00,95,False,7,0,6,True,95,active,0,2,True,2020-08-15 23:01:10,2020
85,True,2020-08-15 22:47:26+00:00,96,False,9,0,9,True,96,active,0,1,True,2020-08-15 23:01:10,2020
86,True,2020-08-15 22:50:15+00:00,97,False,1,0,18,True,97,active,0,0,True,2020-08-15 23:01:10,2020
87,True,2020-08-15 22:32:20+00:00,98,False,8,0,15,True,98,active,0,0,True,2020-08-15 23:01:10,2020
88,True,2020-08-15 22:38:22+00:00,99,False,3,0,12,True,99,active,0,0,True,2020-08-15 23:01:10,2020
89,True,2020-08-15 22:51:18+00:00,100,True,10,0,14,True,100,active,0,1,True,2020-08-15 23:01:10,2020
90,True,2020-08-15 22:08:50+00:00,101,False,11,0,4,True,101,active,0,0,True,2020-08-15 23:01:10,2020
91,True,2020-08-15 21:29:59+00:00,102,False,0,0,15,True,102,active,0,0,True,2020-08-15 23:01:10,2020
92,True,2020-08-15 22:59:04+00:00,103,False,2,0,13,True,103,active,0,0,True,2020-08-15 23:01:10,2020
93,True,2020-08-15 22:43:58+00:00,104,False,2,0,17,True,104,active,0,0,True,2020-08-15 23:01:10,2020
94,True,2020-08-15 22:50:04+00:00,105,False,2,0,16,True,105,active,0,1,True,2020-08-15 23:01:10,2020
95,True,2020-08-15 21:51:19+00:00,106,False,9,0,6,True,106,active,0,0,True,2020-08-15 23:01:10,2020
96,True,2020-08-15 23:00:11+00:00,107,False,11,0,7,True,107,active,0,1,True,2020-08-15 23:01:10,2020
97,True,2020-08-15 22:48:34+00:00,108,False,9,0,7,True,108,active,0,1,True,2020-08-15 23:01:10,2020
98,True,2020-08-15 22:00:59+00:00,109,False,1,0,32,True,109,active,0,2,True,2020-08-15 23:01:10,2020
99,True,2020-08-15 22:38:51+00:00,110,False,9,0,5,True,110,active,0,1,True,2020-08-15 23:01:10,2020
100,True,2020-08-15 22:32:33+00:00,111,False,2,0,13,True,111,active,0,0,True,2020-08-15 23:01:10,2020
101,True,2020-08-15 22:08:36+00:00,112,False,8,0,7,True,112,active,0,0,True,2020-08-15 23:01:10,2020
102,True,2020-08-15 22:46:13+00:00,113,False,6,0,9,True,113,active,0,0,True,2020-08-15 23:01:10,2020
103,True,2020-08-15 22:59:38+00:00,114,False,5,0,10,True,114,active,0,0,True,2020-08-15 23:01:10,2020
104,True,2020-08-15 22:55:47+00:00,115,False,15,0,3,True,115,active,0,1,True,2020-08-15 23:01:10,2020
105,True,2020-08-15 22:31:50+00:00,116,False,5,0,18,True,116,active,0,0,True,2020-08-15 23:01:10,2020
106,True,2020-08-15 22:17:05+00:00,117,False,6,0,13,True,117,active,0,0,True,2020-08-15 23:01:10,2020
107,True,2020-08-15 22:28:56+00:00,118,False,15,0,3,True,118,active,0,1,True,2020-08-15 23:01:10,2020
108,True,2020-08-15 22:52:39+00:00,119,False,14,0,0,True,119,active,0,1,True,2020-08-15 23:01:10,2020
109,True,2020-08-15 22:56:55+00:00,120,False,12,0,3,True,120,active,0,0,True,2020-08-15 23:01:10,2020
110,True,2020-08-15 22:59:47+00:00,121,False,11,0,6,True,121,active,0,0,True,2020-08-15 23:01:10,2020
111,True,2020-08-15 22:14:58+00:00,122,False,15,0,0,True,122,active,0,0,True,2020-08-15 23:01:10,2020
112,True,2020-08-15 22:46:32+00:00,124,False,4,0,11,True,124,active,0,0,True,2020-08-15 23:01:10,2020
113,True,2020-08-15 22:49:38+00:00,125,False,13,0,0,True,125,active,0,2,True,2020-08-15 23:01:10,2020
114,True,2020-08-15 21:35:59+00:00,126,False,2,0,12,True,126,active,0,1,True,2020-08-15 23:01:10,2020
115,True,2020-08-15 20:11:03+00:00,128,False,17,0,2,True,128,active,0,0,True,2020-08-15 23:01:10,2020
116,True,2020-08-15 22:23:16+00:00,129,False,15,0,4,True,129,active,0,0,True,2020-08-15 23:01:10,2020
117,True,2020-08-15 20:44:32+00:00,130,False,13,0,2,True,130,active,0,0,True,2020-08-15 23:01:10,2020
118,True,2020-08-15 22:48:15+00:00,131,False,7,0,10,True,131,active,0,1,True,2020-08-15 23:01:10,2020
119,True,2020-08-15 22:44:54+00:00,133,False,11,0,11,True,133,active,0,1,True,2020-08-15 23:01:10,2020
120,True,2020-08-15 21:44:23+00:00,135,False,0,0,17,True,135,active,0,0,True,2020-08-15 23:01:10,2020
121,True,2020-08-15 18:51:10+00:00,136,False,6,0,13,True,136,active,0,0,True,2020-08-15 23:01:10,2020
122,True,2020-08-15 22:52:58+00:00,137,False,13,0,1,True,137,active,0,1,True,2020-08-15 23:01:10,2020
123,True,2020-08-15 22:33:25+00:00,138,False,3,0,10,True,138,active,0,2,True,2020-08-15 23:01:10,2020
124,True,2020-08-15 22:58:38+00:00,139,False,4,0,14,True,139,active,0,1,True,2020-08-15 23:01:10,2020
125,True,2020-08-15 22:53:48+00:00,140,False,13,0,4,True,140,active,0,0,True,2020-08-15 23:01:10,2020
126,True,2020-08-15 22:50:03+00:00,141,False,3,0,12,True,141,active,0,0,True,2020-08-15 23:01:10,2020
127,True,2020-08-15 22:31:36+00:00,142,False,21,0,2,True,142,active,0,0,True,2020-08-15 23:01:10,2020
128,True,2020-08-15 22:28:03+00:00,143,False,7,0,15,True,143,active,0,1,True,2020-08-15 23:01:10,2020
129,True,2020-08-15 22:51:14+00:00,144,False,12,0,7,True,144,active,0,0,True,2020-08-15 23:01:10,2020
130,True,2020-08-15 22:21:07+00:00,145,False,13,0,5,True,145,active,0,1,True,2020-08-15 23:01:10,2020
131,True,2020-08-15 22:51:44+00:00,146,False,17,0,1,True,146,active,0,1,True,2020-08-15 23:01:10,2020
132,True,2020-08-15 22:52:01+00:00,149,True,15,0,3,True,149,active,0,0,True,2020-08-15 23:01:10,2020
133,True,2020-08-15 22:32:50+00:00,150,False,15,0,3,True,150,active,0,1,True,2020-08-15 23:01:10,2020
134,True,2020-08-15 22:41:31+00:00,151,False,2,0,17,True,151,active,0,0,True,2020-08-15 23:01:10,2020
135,True,2020-08-15 22:56:07+00:00,152,True,10,0,5,True,152,active,0,0,True,2020-08-15 23:01:10,2020
136,True,2020-08-15 22:15:39+00:00,156,False,5,0,10,True,156,active,0,0,True,2020-08-15 23:01:10,2020
137,True,2020-08-15 22:59:32+00:00,157,False,8,0,5,True,157,active,0,2,True,2020-08-15 23:01:10,2020
138,True,2020-08-15 22:57:41+00:00,159,False,10,0,5,True,159,active,0,0,True,2020-08-15 23:01:10,2020
139,True,2020-08-15 22:44:04+00:00,160,True,2,0,12,True,160,active,0,0,True,2020-08-15 23:01:10,2020
140,True,2020-08-15 23:00:53+00:00,161,True,15,0,7,True,161,active,0,1,True,2020-08-15 23:01:10,2020
141,True,2020-08-15 22:33:27+00:00,162,False,5,0,10,True,162,active,0,0,True,2020-08-15 23:01:10,2020
142,True,2020-08-15 22:46:24+00:00,163,True,12,0,7,True,163,active,0,0,True,2020-08-15 23:01:10,2020
143,True,2020-08-15 22:49:25+00:00,167,False,7,0,7,True,167,active,0,1,True,2020-08-15 23:01:10,2020
144,True,2020-08-15 21:59:14+00:00,169,False,9,0,10,True,169,active,0,0,True,2020-08-15 23:01:10,2020
145,True,2020-08-15 19:47:29+00:00,170,True,1,0,13,True,170,active,0,0,True,2020-08-15 23:01:10,2020
146,True,2020-08-15 17:44:53+00:00,171,True,9,0,14,True,171,active,0,0,True,2020-08-15 23:01:10,2020
147,True,2020-08-15 22:02:54+00:00,173,True,7,0,7,True,173,active,0,0,True,2020-08-15 23:01:10,2020
148,True,2020-08-15 22:48:59+00:00,174,False,8,0,7,True,174,active,0,0,True,2020-08-15 23:01:10,2020
149,True,2020-08-15 22:41:31+00:00,175,True,1,0,16,True,175,active,0,0,True,2020-08-15 23:01:10,2020
150,True,2020-08-15 22:20:58+00:00,176,False,11,0,4,True,176,active,0,0,True,2020-08-15 23:01:10,2020
151,True,2020-08-15 22:51:59+00:00,177,False,7,0,11,True,177,active,0,1,True,2020-08-15 23:01:10,2020
152,True,2020-08-15 23:00:51+00:00,178,False,1,0,17,True,178,active,0,1,True,2020-08-15 23:01:10,2020
153,True,2020-08-15 22:53:57+00:00,179,False,1,0,24,True,179,active,0,0,True,2020-08-15 23:01:10,2020
154,True,2020-08-15 22:35:56+00:00,180,False,15,0,4,True,180,active,0,0,True,2020-08-15 23:01:10,2020
155,True,2020-08-15 21:32:27+00:00,181,False,10,0,9,True,181,active,0,0,True,2020-08-15 23:01:10,2020
156,True,2020-08-15 22:53:08+00:00,182,True,6,0,13,True,182,active,0,0,True,2020-08-15 23:01:10,2020
157,True,2020-08-15 22:58:18+00:00,183,False,10,0,9,True,183,active,0,0,True,2020-08-15 23:01:10,2020
158,True,2020-08-15 22:28:15+00:00,184,False,0,0,19,True,184,active,0,0,True,2020-08-15 23:01:10,2020
159,True,2020-08-15 23:00:42+00:00,185,False,6,0,9,True,185,active,0,0,True,2020-08-15 23:01:10,2020
160,True,2020-08-15 22:55:24+00:00,186,True,8,0,7,True,186,active,0,0,True,2020-08-15 23:01:10,2020
161,True,2020-08-15 22:49:37+00:00,187,False,11,0,4,True,187,active,0,0,True,2020-08-15 23:01:10,2020
162,True,2020-08-15 22:39:09+00:00,188,False,2,0,13,True,188,active,0,0,True,2020-08-15 23:01:10,2020
163,True,2020-08-15 22:55:52+00:00,189,True,1,0,22,True,189,active,0,0,True,2020-08-15 23:01:10,2020
164,True,2020-08-15 23:00:51+00:00,190,True,17,0,19,True,190,active,0,1,True,2020-08-15 23:01:10,2020
165,True,2020-08-15 19:53:13+00:00,191,False,5,0,10,True,191,active,0,0,True,2020-08-15 23:01:10,2020
166,True,2020-08-15 23:00:56+00:00,192,False,5,0,14,True,192,active,0,0,True,2020-08-15 23:01:10,2020
167,True,2020-08-15 22:10:28+00:00,193,True,13,0,0,True,193,active,0,2,True,2020-08-15 23:01:10,2020
168,True,2020-08-15 22:06:08+00:00,194,False,1,0,18,True,194,active,0,0,True,2020-08-15 23:01:10,2020
169,True,2020-08-15 22:56:28+00:00,195,False,8,0,15,True,195,active,0,0,True,2020-08-15 23:01:10,2020
170,True,2020-08-15 22:58:32+00:00,196,False,1,0,9,True,196,active,0,0,True,2020-08-15 23:01:10,2020
171,True,2020-08-15 22:20:07+00:00,197,False,5,0,10,True,197,active,0,0,True,2020-08-15 23:01:10,2020
172,True,2020-08-15 19:36:47+00:00,199,False,6,0,9,True,199,active,0,0,True,2020-08-15 23:01:10,2020
173,True,2020-08-15 22:53:01+00:00,200,False,13,0,6,True,200,active,0,0,True,2020-08-15 23:01:10,2020
174,True,2020-08-15 22:11:43+00:00,201,False,7,0,8,True,201,active,0,0,True,2020-08-15 23:01:10,2020
175,True,2020-08-15 19:35:02+00:00,202,False,8,0,7,True,202,active,0,0,True,2020-08-15 23:01:10,2020
176,True,2020-08-15 22:44:16+00:00,203,False,7,0,8,True,203,active,0,0,True,2020-08-15 23:01:10,2020
177,True,2020-08-15 22:04:27+00:00,204,False,1,0,14,True,204,active,0,0,True,2020-08-15 23:01:10,2020
178,True,2020-08-15 16:25:20+00:00,205,False,7,0,8,True,205,active,0,0,True,2020-08-15 23:01:10,2020
179,True,2020-08-15 22:49:21+00:00,206,True,0,0,22,True,206,active,0,1,True,2020-08-15 23:01:10,2020
180,True,2020-08-15 22:48:45+00:00,208,True,8,0,7,True,208,active,0,0,True,2020-08-15 23:01:10,2020
181,True,2020-08-15 21:36:31+00:00,209,False,14,0,1,True,209,active,0,0,True,2020-08-15 23:01:10,2020
182,True,2020-08-15 22:44:45+00:00,210,False,2,0,12,True,210,active,0,1,True,2020-08-15 23:01:10,2020
183,True,2020-08-15 21:56:51+00:00,211,False,0,0,19,True,211,active,0,0,True,2020-08-15 23:01:10,2020
184,True,2020-08-15 22:48:25+00:00,212,False,20,0,13,True,212,active,0,0,True,2020-08-15 23:01:10,2020
185,True,2020-08-15 22:22:02+00:00,213,True,3,0,13,True,213,active,0,0,True,2020-08-15 23:01:10,2020
186,True,2020-08-15 22:23:59+00:00,214,False,7,0,6,True,214,active,0,2,True,2020-08-15 23:01:10,2020
187,True,2020-08-15 22:35:42+00:00,215,False,8,0,6,True,215,active,0,1,True,2020-08-15 23:01:10,2020
188,True,2020-08-15 13:51:48+00:00,216,False,18,0,0,True,216,active,0,1,True,2020-08-15 23:01:10,2020
189,True,2020-08-15 22:54:19+00:00,217,False,9,0,10,True,217,active,0,0,True,2020-08-15 23:01:10,2020
190,True,2020-08-15 22:44:43+00:00,218,False,5,0,10,True,218,active,0,0,True,2020-08-15 23:01:10,2020
191,True,2020-08-15 17:26:12+00:00,219,False,1,0,14,True,219,active,0,0,True,2020-08-15 23:01:10,2020
192,True,2020-08-15 22:57:40+00:00,221,False,3,0,16,True,221,active,0,0,True,2020-08-15 23:01:10,2020
193,True,2020-08-15 23:00:05+00:00,222,True,4,0,10,True,222,active,0,0,True,2020-08-15 23:01:10,2020
194,True,2020-08-15 22:39:33+00:00,224,False,10,0,5,True,224,active,0,2,True,2020-08-15 23:01:10,2020
195,True,2020-08-15 22:56:54+00:00,225,False,3,0,15,True,225,active,0,1,True,2020-08-15 23:01:10,2020
196,True,2020-08-15 22:53:59+00:00,226,False,4,0,11,True,226,active,0,0,True,2020-08-15 23:01:10,2020
197,True,2020-08-15 22:49:49+00:00,227,False,14,0,4,True,227,active,0,1,True,2020-08-15 23:01:10,2020
198,True,2020-08-15 22:31:57+00:00,228,False,7,0,11,True,228,active,0,1,True,2020-08-15 23:01:10,2020
199,True,2020-08-15 17:01:48+00:00,232,False,3,0,8,True,232,active,0,0,True,2020-08-15 23:01:10,2020
200,True,2020-08-15 22:51:57+00:00,233,False,10,0,4,True,233,active,0,1,True,2020-08-15 23:01:10,2020
201,True,2020-08-15 21:48:20+00:00,234,False,2,0,12,True,234,active,0,1,True,2020-08-15 23:01:10,2020
202,True,2020-08-15 21:48:14+00:00,235,False,10,0,5,True,235,active,0,0,True,2020-08-15 23:01:10,2020
203,True,2020-08-15 22:26:49+00:00,236,False,14,0,1,True,236,active,0,0,True,2020-08-15 23:01:10,2020
204,True,2020-08-15 22:52:08+00:00,239,False,5,0,10,True,239,active,0,0,True,2020-08-15 23:01:10,2020
205,True,2020-08-15 14:15:01+00:00,255,False,11,0,4,True,255,active,0,0,True,2020-08-15 23:01:10,2020
206,True,2020-08-15 21:33:07+00:00,258,False,5,0,10,True,258,active,0,0,True,2020-08-15 23:01:10,2020
207,True,2020-08-15 14:02:58+00:00,259,False,11,0,4,True,259,active,0,0,True,2020-08-15 23:01:10,2020
208,True,2020-08-15 22:33:22+00:00,260,False,6,0,9,True,260,active,0,0,True,2020-08-15 23:01:10,2020
209,True,2020-08-15 22:11:09+00:00,271,False,8,0,7,True,271,active,0,0,True,2020-08-15 23:01:10,2020
210,True,2020-08-15 21:03:51+00:00,272,False,5,0,14,True,272,active,0,0,True,2020-08-15 23:01:10,2020
211,True,2020-08-15 22:51:53+00:00,273,False,24,0,16,True,273,active,0,0,True,2020-08-15 23:01:10,2020
212,True,2020-08-15 22:43:13+00:00,279,False,17,0,2,True,279,active,0,0,True,2020-08-15 23:01:10,2020
213,True,2020-08-15 21:02:22+00:00,280,False,6,0,13,True,280,active,0,0,True,2020-08-15 23:01:10,2020
214,True,2020-08-15 22:21:25+00:00,282,False,14,0,0,True,282,active,0,1,True,2020-08-15 23:01:10,2020
215,True,2020-08-15 22:52:30+00:00,296,False,21,0,1,True,296,active,0,1,True,2020-08-15 23:01:10,2020
216,True,2020-08-15 22:27:02+00:00,318,False,2,0,14,True,318,active,0,3,True,2020-08-15 23:01:10,2020
217,True,2020-08-15 22:03:44+00:00,319,False,4,0,21,True,319,active,0,0,True,2020-08-15 23:01:10,2020
218,True,2020-08-15 19:07:18+00:00,327,False,0,0,15,True,327,active,0,0,True,2020-08-15 23:01:10,2020
219,True,2020-08-15 22:52:55+00:00,328,False,3,0,12,True,328,active,0,0,True,2020-08-15 23:01:10,2020
220,True,2020-08-15 22:11:28+00:00,329,False,13,0,1,True,329,active,0,1,True,2020-08-15 23:01:10,2020
221,True,2020-08-15 22:54:54+00:00,330,False,14,0,1,True,330,active,0,0,True,2020-08-15 23:01:10,2020
222,True,2020-08-15 22:07:04+00:00,331,False,0,0,15,True,331,active,0,0,True,2020-08-15 23:01:10,2020
223,True,2020-08-15 22:51:10+00:00,332,False,3,0,10,True,332,active,0,2,True,2020-08-15 23:01:10,2020
224,True,2020-08-15 22:04:26+00:00,333,False,21,0,4,True,333,active,0,0,True,2020-08-15 23:01:10,2020
225,True,2020-08-15 22:48:38+00:00,334,False,8,0,11,True,334,active,0,0,True,2020-08-15 23:01:10,2020
226,True,2020-08-15 22:41:38+00:00,335,False,3,0,16,True,335,active,0,0,True,2020-08-15 23:01:10,2020
227,True,2020-08-15 22:52:43+00:00,336,False,4,0,11,True,336,active,0,0,True,2020-08-15 23:01:10,2020
228,True,2020-08-15 22:45:51+00:00,337,False,15,0,0,True,337,active,0,0,True,2020-08-15 23:01:10,2020
229,True,2020-08-15 21:59:44+00:00,338,False,0,0,14,True,338,active,0,1,True,2020-08-15 23:01:10,2020
230,True,2020-08-15 21:49:59+00:00,339,False,10,0,5,True,339,active,0,0,True,2020-08-15 23:01:10,2020
231,True,2020-08-15 21:07:43+00:00,340,False,16,0,3,True,340,active,0,0,True,2020-08-15 23:01:10,2020
232,True,2020-08-15 21:57:23+00:00,341,True,14,0,1,True,341,active,0,0,True,2020-08-15 23:01:10,2020
