,is_renting,station_id,last_reported,num_docks_available,eightd_has_available_keys,num_bikes_available,num_ebikes_available,num_docks_disabled,is_installed,legacy_id,station_status,num_bikes_disabled,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
21,True,25,2020-07-29 15:19:19+00:00,3,False,12,0,0,True,25,active,0,True,,,2020-07-29 15:21:00,2020
22,True,26,2020-07-29 15:20:02+00:00,2,False,12,0,0,True,26,active,1,True,,,2020-07-29 15:21:00,2020
23,True,27,2020-07-29 15:07:05+00:00,12,False,11,0,0,True,27,active,0,True,,,2020-07-29 15:21:00,2020
24,True,29,2020-07-29 13:23:58+00:00,3,False,12,0,0,True,29,active,0,True,,,2020-07-29 15:21:00,2020
25,True,30,2020-07-29 13:41:18+00:00,0,False,15,0,0,True,30,active,0,True,,,2020-07-29 15:21:00,2020
26,True,31,2020-07-29 14:56:24+00:00,11,True,7,0,0,True,31,active,1,True,,,2020-07-29 15:21:00,2020
27,True,32,2020-07-29 15:12:13+00:00,14,False,1,0,0,True,32,active,0,True,,,2020-07-29 15:21:00,2020
28,True,33,2020-07-29 15:17:13+00:00,11,False,16,0,0,True,33,active,0,True,,,2020-07-29 15:21:00,2020
29,True,35,2020-07-29 15:18:00+00:00,15,False,8,0,0,True,35,active,0,True,,,2020-07-29 15:21:00,2020
30,True,36,2020-07-29 15:09:32+00:00,14,True,19,0,0,True,36,active,0,True,,,2020-07-29 15:21:00,2020
31,True,37,2020-07-29 13:17:22+00:00,15,True,0,0,0,True,37,active,0,True,,,2020-07-29 15:21:00,2020
32,True,39,2020-07-29 15:09:40+00:00,11,False,12,0,0,True,39,active,0,True,,,2020-07-29 15:21:00,2020
33,True,40,2020-07-29 15:17:01+00:00,9,False,10,0,0,True,40,active,0,True,,,2020-07-29 15:21:00,2020
34,True,41,2020-07-29 15:16:15+00:00,16,True,10,0,0,True,41,active,1,True,,,2020-07-29 15:21:00,2020
35,True,42,2020-07-29 15:10:42+00:00,12,False,11,0,0,True,42,active,0,True,,,2020-07-29 15:21:00,2020
36,True,43,2020-07-29 13:52:12+00:00,11,True,4,0,0,True,43,active,0,True,,,2020-07-29 15:21:00,2020
37,True,44,2020-07-29 14:43:56+00:00,6,False,17,0,0,True,44,active,0,True,,,2020-07-29 15:21:00,2020
38,True,46,2020-07-29 15:20:04+00:00,15,False,3,0,0,True,46,active,1,True,,,2020-07-29 15:21:00,2020
39,True,47,2020-07-29 15:06:56+00:00,15,True,4,0,0,True,47,active,0,True,,,2020-07-29 15:21:00,2020
40,True,48,2020-07-29 14:59:04+00:00,5,False,13,0,0,True,48,active,1,True,,,2020-07-29 15:21:00,2020
41,True,49,2020-07-29 15:06:59+00:00,10,False,7,0,0,True,49,active,1,True,,,2020-07-29 15:21:00,2020
42,True,50,2020-07-29 14:56:58+00:00,3,True,12,0,0,True,50,active,0,True,,,2020-07-29 15:21:00,2020
43,True,51,2020-07-29 14:56:18+00:00,6,False,6,0,0,True,51,active,3,True,,,2020-07-29 15:21:00,2020
44,True,52,2020-07-29 15:02:14+00:00,18,True,5,0,0,True,52,active,0,True,,,2020-07-29 15:21:00,2020
45,True,53,2020-07-29 15:11:43+00:00,15,False,4,0,0,True,53,active,0,True,,,2020-07-29 15:21:00,2020
46,True,54,2020-07-29 15:18:52+00:00,14,False,1,0,0,True,54,active,0,True,,,2020-07-29 15:21:00,2020
47,True,55,2020-07-29 15:06:32+00:00,7,False,6,0,0,True,55,active,2,True,,,2020-07-29 15:21:00,2020
48,True,56,2020-07-29 14:23:48+00:00,1,True,17,0,0,True,56,active,0,True,,,2020-07-29 15:21:00,2020
49,True,57,2020-07-29 15:02:03+00:00,6,True,8,0,0,True,57,active,0,True,,,2020-07-29 15:21:00,2020
50,True,58,2020-07-29 15:18:51+00:00,16,True,3,0,0,True,58,active,0,True,,,2020-07-29 15:21:00,2020
51,True,59,2020-07-29 15:19:25+00:00,10,True,9,0,0,True,59,active,0,True,,,2020-07-29 15:21:00,2020
52,True,60,2020-07-29 15:16:20+00:00,17,False,2,0,0,True,60,active,0,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'off_dock_count': 28, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 40, 'valet_revision': 61}",2020-07-29 15:21:00,2020
53,True,61,2020-07-29 15:17:48+00:00,3,False,16,0,0,True,61,active,0,True,,,2020-07-29 15:21:00,2020
54,True,63,2020-07-29 10:45:40+00:00,0,False,15,0,0,True,63,active,0,True,,,2020-07-29 15:21:00,2020
55,True,64,2020-07-29 14:33:48+00:00,5,False,14,0,0,True,64,active,0,True,,,2020-07-29 15:21:00,2020
56,True,65,2020-07-29 15:10:37+00:00,14,False,8,0,0,True,65,active,1,True,,,2020-07-29 15:21:00,2020
57,True,66,2020-07-29 15:17:09+00:00,13,False,2,0,0,True,66,active,0,True,,,2020-07-29 15:21:00,2020
58,True,67,2020-07-29 15:12:11+00:00,17,True,7,0,0,True,67,active,3,True,,,2020-07-29 15:21:00,2020
59,True,68,2020-07-29 15:12:26+00:00,17,True,1,0,0,True,68,active,1,True,,,2020-07-29 15:21:00,2020
60,True,69,2020-07-29 15:16:27+00:00,16,True,2,0,0,True,69,active,1,True,,,2020-07-29 15:21:00,2020
61,True,70,2020-07-29 15:13:18+00:00,19,False,4,0,0,True,70,active,0,True,,,2020-07-29 15:21:00,2020
62,True,71,2020-07-29 14:59:38+00:00,9,False,14,0,0,True,71,active,0,True,,,2020-07-29 15:21:00,2020
63,True,72,2020-07-29 15:02:27+00:00,14,False,9,0,0,True,72,active,0,True,,,2020-07-29 15:21:00,2020
64,True,73,2020-07-29 15:17:12+00:00,2,False,12,0,0,True,73,active,1,True,,,2020-07-29 15:21:00,2020
65,True,74,2020-07-29 15:15:34+00:00,11,True,8,0,0,True,74,active,0,True,,,2020-07-29 15:21:00,2020
66,True,75,2020-07-29 15:16:39+00:00,6,False,9,0,0,True,75,active,0,True,,,2020-07-29 15:21:00,2020
67,True,76,2020-07-29 14:29:50+00:00,15,False,2,0,0,True,76,active,0,True,,,2020-07-29 15:21:00,2020
68,True,77,2020-07-29 15:17:54+00:00,14,False,1,0,0,True,77,active,0,True,,,2020-07-29 15:21:00,2020
69,True,78,2020-07-29 15:20:39+00:00,4,False,15,0,0,True,78,active,0,True,,,2020-07-29 15:21:00,2020
70,True,79,2020-07-29 15:02:17+00:00,18,False,1,0,0,True,79,active,0,True,,,2020-07-29 15:21:00,2020
71,True,80,2020-07-29 15:19:44+00:00,5,False,29,0,0,True,80,active,1,True,,,2020-07-29 15:21:00,2020
72,True,81,2020-07-29 14:51:28+00:00,16,False,3,0,0,True,81,active,0,True,,,2020-07-29 15:21:00,2020
73,True,82,2020-07-29 15:05:04+00:00,15,False,0,0,0,True,82,active,0,True,,,2020-07-29 15:21:00,2020
74,True,84,2020-07-29 15:09:36+00:00,9,False,5,0,0,True,84,active,1,True,,,2020-07-29 15:21:00,2020
75,True,85,2020-07-29 15:20:14+00:00,1,False,17,0,0,True,85,active,1,True,,,2020-07-29 15:21:00,2020
76,True,86,2020-07-29 13:49:56+00:00,12,False,7,0,0,True,86,active,0,True,,,2020-07-29 15:21:00,2020
77,True,87,2020-07-29 14:58:27+00:00,12,False,3,0,0,True,87,active,0,True,,,2020-07-29 15:21:00,2020
78,True,89,2020-07-29 14:53:02+00:00,8,False,11,0,0,True,89,active,0,True,,,2020-07-29 15:21:00,2020
79,True,90,2020-07-29 15:04:59+00:00,10,False,9,0,0,True,90,active,0,True,,,2020-07-29 15:21:00,2020
80,True,91,2020-07-29 15:00:09+00:00,2,False,14,0,0,True,91,active,3,True,,,2020-07-29 15:21:00,2020
81,True,92,2020-07-29 12:48:24+00:00,5,False,13,0,0,True,92,active,1,True,,,2020-07-29 15:21:00,2020
82,True,93,2020-07-29 12:40:38+00:00,9,False,5,0,0,True,93,active,1,True,,,2020-07-29 15:21:00,2020
83,True,94,2020-07-29 14:02:19+00:00,4,False,7,0,0,True,94,active,0,True,,,2020-07-29 15:21:00,2020
84,True,95,2020-07-29 14:50:08+00:00,9,False,5,0,0,True,95,active,1,True,,,2020-07-29 15:21:00,2020
85,True,96,2020-07-29 14:13:20+00:00,16,False,3,0,0,True,96,active,0,True,,,2020-07-29 15:21:00,2020
86,True,97,2020-07-29 15:17:27+00:00,12,False,6,0,0,True,97,active,1,True,,,2020-07-29 15:21:00,2020
87,True,98,2020-07-29 13:46:48+00:00,13,False,9,0,0,True,98,active,0,True,,,2020-07-29 15:21:00,2020
88,True,99,2020-07-29 14:18:27+00:00,6,False,7,0,0,True,99,active,2,True,,,2020-07-29 15:21:00,2020
89,True,100,2020-07-29 15:13:36+00:00,9,True,15,0,0,True,100,active,1,True,,,2020-07-29 15:21:00,2020
90,True,101,2020-07-29 12:06:01+00:00,15,False,0,0,0,True,101,active,0,True,,,2020-07-29 15:21:00,2020
91,True,102,2020-07-29 13:58:28+00:00,11,False,4,0,0,True,102,active,0,True,,,2020-07-29 15:21:00,2020
92,True,103,2020-07-29 14:10:20+00:00,15,False,0,0,0,True,103,active,0,True,,,2020-07-29 15:21:00,2020
93,True,104,2020-07-29 14:02:59+00:00,10,False,8,0,0,True,104,active,1,True,,,2020-07-29 15:21:00,2020
94,True,105,2020-07-29 14:46:53+00:00,9,False,8,0,0,True,105,active,2,True,,,2020-07-29 15:21:00,2020
95,True,106,2020-07-29 12:13:40+00:00,4,False,11,0,0,True,106,active,0,True,,,2020-07-29 15:21:00,2020
96,True,107,2020-07-29 15:20:24+00:00,9,False,9,0,0,True,107,active,1,True,,,2020-07-29 15:21:00,2020
97,True,108,2020-07-29 15:01:21+00:00,0,False,17,0,0,True,108,active,0,True,,,2020-07-29 15:21:00,2020
98,True,109,2020-07-29 15:00:49+00:00,13,False,20,0,0,True,109,active,2,True,,,2020-07-29 15:21:00,2020
99,True,110,2020-07-29 14:59:15+00:00,10,False,5,0,0,True,110,active,0,True,,,2020-07-29 15:21:00,2020
100,True,111,2020-07-29 15:17:03+00:00,14,False,1,0,0,True,111,active,0,True,,,2020-07-29 15:21:00,2020
101,True,112,2020-07-29 10:18:45+00:00,6,False,9,0,0,True,112,active,0,True,,,2020-07-29 15:21:00,2020
102,True,113,2020-07-29 14:34:19+00:00,13,False,2,0,0,True,113,active,0,True,,,2020-07-29 15:21:00,2020
103,True,114,2020-07-29 14:15:07+00:00,11,False,4,0,0,True,114,active,0,True,,,2020-07-29 15:21:00,2020
104,True,115,2020-07-29 15:11:59+00:00,5,False,14,0,0,True,115,active,0,True,,,2020-07-29 15:21:00,2020
105,True,116,2020-07-29 15:16:10+00:00,16,False,7,0,0,True,116,active,0,True,,,2020-07-29 15:21:00,2020
106,True,117,2020-07-29 15:08:54+00:00,2,False,17,0,0,True,117,active,0,True,,,2020-07-29 15:21:00,2020
107,True,118,2020-07-29 15:20:15+00:00,7,False,12,0,0,True,118,active,0,True,,,2020-07-29 15:21:00,2020
108,True,119,2020-07-29 15:10:17+00:00,3,False,12,0,0,True,119,active,0,True,,,2020-07-29 15:21:00,2020
109,True,120,2020-07-29 15:05:57+00:00,5,False,10,0,0,True,120,active,0,True,,,2020-07-29 15:21:00,2020
110,True,121,2020-07-29 14:28:14+00:00,9,False,7,0,0,True,121,active,1,True,,,2020-07-29 15:21:00,2020
111,True,122,2020-07-29 14:24:38+00:00,13,False,2,0,0,True,122,active,0,True,,,2020-07-29 15:21:00,2020
112,True,124,2020-07-29 12:05:27+00:00,10,False,4,0,0,True,124,active,1,True,,,2020-07-29 15:21:00,2020
113,True,125,2020-07-29 15:15:43+00:00,14,False,1,0,0,True,125,active,0,True,,,2020-07-29 15:21:00,2020
114,True,126,2020-07-29 14:41:30+00:00,13,False,2,0,0,True,126,active,0,True,,,2020-07-29 15:21:00,2020
115,True,128,2020-07-29 15:00:01+00:00,6,False,12,0,0,True,128,active,1,True,,,2020-07-29 15:21:00,2020
116,True,129,2020-07-29 14:14:59+00:00,11,False,8,0,0,True,129,active,0,True,,,2020-07-29 15:21:00,2020
117,True,130,2020-07-29 08:49:10+00:00,7,False,8,0,0,True,130,active,0,True,,,2020-07-29 15:21:00,2020
118,True,131,2020-07-29 14:52:43+00:00,6,False,11,0,0,True,131,active,1,True,,,2020-07-29 15:21:00,2020
119,True,133,2020-07-29 15:15:25+00:00,14,False,8,0,0,True,133,active,1,True,,,2020-07-29 15:21:00,2020
120,True,135,2020-07-29 12:47:30+00:00,8,False,9,0,0,True,135,active,0,True,,,2020-07-29 15:21:00,2020
121,True,136,2020-07-29 15:04:07+00:00,2,False,15,0,0,True,136,active,2,True,,,2020-07-29 15:21:00,2020
122,True,137,2020-07-29 15:15:23+00:00,13,False,2,0,0,True,137,active,0,True,,,2020-07-29 15:21:00,2020
123,True,138,2020-07-29 13:46:40+00:00,4,False,10,0,0,True,138,active,1,True,,,2020-07-29 15:21:00,2020
124,True,139,2020-07-29 14:55:01+00:00,16,False,3,0,0,True,139,active,0,True,,,2020-07-29 15:21:00,2020
125,True,140,2020-07-29 13:57:40+00:00,12,False,5,0,0,True,140,active,0,True,,,2020-07-29 15:21:00,2020
126,True,141,2020-07-29 14:35:51+00:00,14,False,1,0,0,True,141,active,0,True,,,2020-07-29 15:21:00,2020
127,True,142,2020-07-29 15:18:49+00:00,4,False,19,0,0,True,142,active,0,True,,,2020-07-29 15:21:00,2020
128,True,143,2020-07-29 15:16:08+00:00,18,False,4,0,0,True,143,active,1,True,,,2020-07-29 15:21:00,2020
129,True,144,2020-07-29 14:45:52+00:00,7,False,12,0,0,True,144,active,0,True,,,2020-07-29 15:21:00,2020
130,True,145,2020-07-29 14:11:06+00:00,7,False,12,0,0,True,145,active,0,True,,,2020-07-29 15:21:00,2020
131,True,146,2020-07-29 13:29:48+00:00,4,False,11,0,0,True,146,active,4,True,,,2020-07-29 15:21:00,2020
132,True,149,2020-07-29 14:33:52+00:00,7,True,10,0,0,True,149,active,1,True,,,2020-07-29 15:21:00,2020
133,True,150,2020-07-29 13:47:12+00:00,7,False,12,0,0,True,150,active,0,True,,,2020-07-29 15:21:00,2020
134,True,151,2020-07-29 14:55:21+00:00,10,False,8,0,0,True,151,active,1,True,,,2020-07-29 15:21:00,2020
135,True,152,2020-07-29 14:11:48+00:00,6,True,9,0,0,True,152,active,0,True,,,2020-07-29 15:21:00,2020
136,True,156,2020-07-29 14:16:26+00:00,11,False,4,0,0,True,156,active,0,True,,,2020-07-29 15:21:00,2020
137,True,157,2020-07-29 15:16:28+00:00,6,False,8,0,0,True,157,active,1,True,,,2020-07-29 15:21:00,2020
138,True,159,2020-07-29 14:56:42+00:00,8,False,5,0,0,True,159,active,2,True,,,2020-07-29 15:21:00,2020
139,True,160,2020-07-29 12:58:53+00:00,3,True,10,0,0,True,160,active,1,True,,,2020-07-29 15:21:00,2020
140,True,161,2020-07-29 15:10:28+00:00,5,True,18,0,0,True,161,active,0,True,,,2020-07-29 15:21:00,2020
141,True,162,2020-07-29 14:53:50+00:00,11,False,4,0,0,True,162,active,0,True,,,2020-07-29 15:21:00,2020
142,True,163,2020-07-29 15:07:27+00:00,12,True,7,0,0,True,163,active,0,True,,,2020-07-29 15:21:00,2020
143,True,167,2020-07-29 13:46:56+00:00,3,False,10,0,0,True,167,active,2,True,,,2020-07-29 15:21:00,2020
144,True,169,2020-07-29 13:37:44+00:00,11,False,8,0,0,True,169,active,0,True,,,2020-07-29 15:21:00,2020
145,True,170,2020-07-29 14:33:46+00:00,12,True,2,0,0,True,170,active,0,True,,,2020-07-29 15:21:00,2020
146,True,171,2020-07-29 14:03:30+00:00,16,True,6,0,0,True,171,active,1,True,,,2020-07-29 15:21:00,2020
147,True,173,2020-07-29 08:49:27+00:00,6,True,8,0,0,True,173,active,0,True,,,2020-07-29 15:21:00,2020
148,True,174,2020-07-29 14:30:43+00:00,7,False,8,0,0,True,174,active,0,True,,,2020-07-29 15:21:00,2020
149,True,175,2020-07-29 15:08:26+00:00,17,True,0,0,0,True,175,active,0,True,,,2020-07-29 15:21:00,2020
150,True,176,2020-07-29 15:17:35+00:00,4,False,11,0,0,True,176,active,0,True,,,2020-07-29 15:21:00,2020
151,True,177,2020-07-29 15:20:38+00:00,9,False,10,0,0,True,177,active,0,True,,,2020-07-29 15:21:00,2020
152,True,178,2020-07-29 15:14:25+00:00,7,False,10,0,0,True,178,active,2,True,,,2020-07-29 15:21:00,2020
153,True,179,2020-07-29 15:14:54+00:00,16,False,9,0,0,True,179,active,0,True,,,2020-07-29 15:21:00,2020
154,True,180,2020-07-29 12:41:41+00:00,11,False,8,0,0,True,180,active,0,True,,,2020-07-29 15:21:00,2020
155,True,181,2020-07-29 13:18:45+00:00,12,False,7,0,0,True,181,active,0,True,,,2020-07-29 15:21:00,2020
156,True,182,2020-07-29 15:06:26+00:00,12,True,7,0,0,True,182,active,0,True,,,2020-07-29 15:21:00,2020
157,True,183,2020-07-29 15:03:02+00:00,11,False,8,0,0,True,183,active,0,True,,,2020-07-29 15:21:00,2020
158,True,184,2020-07-29 14:54:51+00:00,7,False,11,0,0,True,184,active,1,True,,,2020-07-29 15:21:00,2020
159,True,185,2020-07-29 15:09:01+00:00,11,False,3,0,0,True,185,active,1,True,,,2020-07-29 15:21:00,2020
160,True,186,2020-07-29 14:43:11+00:00,7,True,8,0,0,True,186,active,0,True,,,2020-07-29 15:21:00,2020
161,True,187,2020-07-29 15:08:20+00:00,6,False,9,0,0,True,187,active,0,True,,,2020-07-29 15:21:00,2020
162,True,188,2020-07-29 14:34:07+00:00,7,False,8,0,0,True,188,active,0,True,,,2020-07-29 15:21:00,2020
163,True,189,2020-07-29 15:10:22+00:00,10,True,13,0,0,True,189,active,0,True,,,2020-07-29 15:21:00,2020
164,True,190,2020-07-29 14:52:19+00:00,14,True,22,0,0,True,190,active,1,True,,,2020-07-29 15:21:00,2020
165,True,191,2020-07-29 14:06:36+00:00,13,False,2,0,0,True,191,active,0,True,,,2020-07-29 15:21:00,2020
166,True,192,2020-07-29 14:50:36+00:00,4,False,15,0,0,True,192,active,0,True,,,2020-07-29 15:21:00,2020
167,True,193,2020-07-29 15:07:16+00:00,2,True,13,0,0,True,193,active,0,True,,,2020-07-29 15:21:00,2020
168,True,194,2020-07-29 14:45:37+00:00,8,False,11,0,0,True,194,active,0,True,,,2020-07-29 15:21:00,2020
169,True,195,2020-07-29 15:16:43+00:00,8,False,14,0,0,True,195,active,1,True,,,2020-07-29 15:21:00,2020
170,True,196,2020-07-29 14:01:29+00:00,10,True,0,0,0,True,196,active,0,True,,,2020-07-29 15:21:00,2020
171,True,197,2020-07-29 10:28:39+00:00,14,False,0,0,0,True,197,active,1,True,,,2020-07-29 15:21:00,2020
172,True,199,2020-07-29 15:18:50+00:00,9,False,6,0,0,True,199,active,0,True,,,2020-07-29 15:21:00,2020
173,True,200,2020-07-29 13:51:18+00:00,5,False,14,0,0,True,200,active,0,True,,,2020-07-29 15:21:00,2020
174,True,201,2020-07-29 12:09:09+00:00,15,False,0,0,0,True,201,active,0,True,,,2020-07-29 15:21:00,2020
175,True,202,2020-07-29 15:09:51+00:00,10,False,5,0,0,True,202,active,0,True,,,2020-07-29 15:21:00,2020
176,True,203,2020-07-29 09:00:50+00:00,12,False,3,0,0,True,203,active,0,True,,,2020-07-29 15:21:00,2020
177,True,204,2020-07-29 08:20:40+00:00,13,False,2,0,0,True,204,active,0,True,,,2020-07-29 15:21:00,2020
178,True,205,2020-07-29 08:20:53+00:00,10,False,4,0,0,True,205,active,1,True,,,2020-07-29 15:21:00,2020
179,True,206,2020-07-29 14:41:15+00:00,14,False,9,0,0,True,206,active,0,True,,,2020-07-29 15:21:00,2020
180,True,208,2020-07-29 14:33:05+00:00,3,True,12,0,0,True,208,active,0,True,,,2020-07-29 15:21:00,2020
181,True,209,2020-07-29 00:27:30+00:00,0,False,14,0,0,True,209,active,1,True,,,2020-07-29 15:21:00,2020
182,True,210,2020-07-29 08:45:35+00:00,14,False,1,0,0,True,210,active,0,True,,,2020-07-29 15:21:00,2020
183,True,211,2020-07-29 14:38:40+00:00,4,False,14,0,0,True,211,active,1,True,,,2020-07-29 15:21:00,2020
184,True,212,2020-07-29 14:39:52+00:00,23,False,10,0,0,True,212,active,0,True,,,2020-07-29 15:21:00,2020
185,True,213,2020-07-29 08:54:39+00:00,8,True,8,0,0,True,213,active,0,True,,,2020-07-29 15:21:00,2020
186,True,214,2020-07-29 13:36:52+00:00,3,False,12,0,0,True,214,active,0,True,,,2020-07-29 15:21:00,2020
187,True,215,2020-07-29 15:14:28+00:00,4,False,11,0,0,True,215,active,0,True,,,2020-07-29 15:21:00,2020
188,True,216,2020-07-29 08:24:18+00:00,3,False,15,0,0,True,216,active,1,True,,,2020-07-29 15:21:00,2020
189,True,217,2020-07-29 13:20:57+00:00,13,False,6,0,0,True,217,active,0,True,,,2020-07-29 15:21:00,2020
190,True,218,2020-07-29 15:12:41+00:00,11,False,4,0,0,True,218,active,0,True,,,2020-07-29 15:21:00,2020
191,True,219,2020-07-29 08:39:06+00:00,6,False,9,0,0,True,219,active,0,True,,,2020-07-29 15:21:00,2020
192,True,221,2020-07-29 15:20:15+00:00,16,False,3,0,0,True,221,active,0,True,,,2020-07-29 15:21:00,2020
193,True,222,2020-07-29 14:05:22+00:00,12,True,2,0,0,True,222,active,0,True,,,2020-07-29 15:21:00,2020
194,True,224,2020-07-29 14:38:24+00:00,9,False,8,0,0,True,224,active,0,True,,,2020-07-29 15:21:00,2020
195,True,225,2020-07-29 15:09:33+00:00,9,False,9,0,0,True,225,active,1,True,,,2020-07-29 15:21:00,2020
196,True,226,2020-07-29 15:10:35+00:00,9,False,6,0,0,True,226,active,0,True,,,2020-07-29 15:21:00,2020
197,True,227,2020-07-29 15:15:58+00:00,12,False,6,0,0,True,227,active,1,True,,,2020-07-29 15:21:00,2020
198,True,228,2020-07-29 15:13:20+00:00,11,False,8,0,0,True,228,active,0,True,,,2020-07-29 15:21:00,2020
199,True,232,2020-07-29 13:41:31+00:00,7,False,4,0,0,True,232,active,0,True,,,2020-07-29 15:21:00,2020
200,True,233,2020-07-29 15:18:56+00:00,8,False,7,0,0,True,233,active,0,True,,,2020-07-29 15:21:00,2020
201,True,234,2020-07-29 13:59:14+00:00,12,False,3,0,0,True,234,active,0,True,,,2020-07-29 15:21:00,2020
202,True,235,2020-07-29 15:08:00+00:00,3,False,12,0,0,True,235,active,0,True,,,2020-07-29 15:21:00,2020
203,True,236,2020-07-29 13:37:25+00:00,5,False,10,0,0,True,236,active,0,True,,,2020-07-29 15:21:00,2020
204,True,239,2020-07-29 14:11:24+00:00,8,False,7,0,0,True,239,active,0,True,,,2020-07-29 15:21:00,2020
205,True,255,2020-07-29 14:28:38+00:00,4,False,11,0,0,True,255,active,0,True,,,2020-07-29 15:21:00,2020
206,True,258,2020-07-29 12:20:53+00:00,7,False,8,0,0,True,258,active,0,True,,,2020-07-29 15:21:00,2020
207,True,259,2020-07-29 10:42:10+00:00,15,False,0,0,0,True,259,active,0,True,,,2020-07-29 15:21:00,2020
208,True,260,2020-07-29 14:33:24+00:00,1,False,14,0,0,True,260,active,0,True,,,2020-07-29 15:21:00,2020
209,True,271,2020-07-29 14:32:24+00:00,12,False,2,0,0,True,271,active,1,True,,,2020-07-29 15:21:00,2020
210,True,272,2020-07-29 13:43:50+00:00,7,False,12,0,0,True,272,active,0,True,,,2020-07-29 15:21:00,2020
211,True,273,2020-07-29 13:02:05+00:00,11,False,28,0,0,True,273,active,1,True,,,2020-07-29 15:21:00,2020
212,True,279,2020-07-29 14:46:09+00:00,11,False,8,0,0,True,279,active,0,True,,,2020-07-29 15:21:00,2020
213,True,280,2020-07-29 14:52:20+00:00,12,False,7,0,0,True,280,active,0,True,,,2020-07-29 15:21:00,2020
214,True,282,2020-07-29 15:08:49+00:00,6,False,8,0,0,True,282,active,1,True,,,2020-07-29 15:21:00,2020
215,True,296,2020-07-29 13:17:20+00:00,18,False,5,0,0,True,296,active,0,True,,,2020-07-29 15:21:00,2020
216,True,318,2020-07-29 14:48:16+00:00,5,False,13,0,0,True,318,active,1,True,,,2020-07-29 15:21:00,2020
217,True,319,2020-07-29 13:53:36+00:00,14,False,11,0,0,True,319,active,0,True,,,2020-07-29 15:21:00,2020
218,True,327,2020-07-29 12:28:36+00:00,4,False,11,0,0,True,327,active,0,True,,,2020-07-29 15:21:00,2020
219,True,328,2020-07-29 13:39:38+00:00,9,False,6,0,0,True,328,active,0,True,,,2020-07-29 15:21:00,2020
