,num_docks_available,station_id,station_status,num_bikes_disabled,num_docks_disabled,is_returning,last_reported,eightd_has_available_keys,is_installed,legacy_id,is_renting,num_ebikes_available,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
16,9,20,active,1,0,True,2020-07-30 02:17:57+00:00,False,True,20,True,0,13,,,2020-07-30 02:35:05,2020
17,5,21,active,0,0,True,2020-07-30 01:44:26+00:00,False,True,21,True,0,13,,,2020-07-30 02:35:05,2020
18,30,22,active,1,0,True,2020-07-30 01:51:15+00:00,True,True,22,True,0,16,,,2020-07-30 02:35:05,2020
19,13,23,active,0,0,True,2020-07-30 02:32:35+00:00,True,True,23,True,0,8,,,2020-07-30 02:35:05,2020
20,6,24,active,0,0,True,2020-07-30 02:26:25+00:00,False,True,24,True,0,13,,,2020-07-30 02:35:05,2020
21,0,25,active,0,0,True,2020-07-30 01:56:27+00:00,False,True,25,True,0,15,,,2020-07-30 02:35:05,2020
22,11,26,active,1,0,True,2020-07-30 02:23:26+00:00,False,True,26,True,0,3,,,2020-07-30 02:35:05,2020
23,14,27,active,2,0,True,2020-07-30 02:34:01+00:00,False,True,27,True,0,7,,,2020-07-30 02:35:05,2020
24,8,29,active,0,0,True,2020-07-30 00:20:39+00:00,False,True,29,True,0,7,,,2020-07-30 02:35:05,2020
25,15,30,active,0,0,True,2020-07-30 02:34:43+00:00,False,True,30,True,0,0,,,2020-07-30 02:35:05,2020
26,9,31,active,1,0,True,2020-07-29 23:42:49+00:00,True,True,31,True,0,9,,,2020-07-30 02:35:05,2020
27,4,32,active,1,0,True,2020-07-30 02:34:33+00:00,False,True,32,True,0,10,,,2020-07-30 02:35:05,2020
28,4,33,active,1,0,True,2020-07-30 02:09:20+00:00,False,True,33,True,0,22,,,2020-07-30 02:35:05,2020
29,22,35,active,0,0,True,2020-07-30 01:41:03+00:00,False,True,35,True,0,1,,,2020-07-30 02:35:05,2020
30,20,36,active,0,0,True,2020-07-30 02:04:04+00:00,True,True,36,True,0,13,,,2020-07-30 02:35:05,2020
31,12,37,active,0,0,True,2020-07-29 23:52:20+00:00,True,True,37,True,0,3,,,2020-07-30 02:35:05,2020
32,8,39,active,1,0,True,2020-07-30 02:28:29+00:00,False,True,39,True,0,14,,,2020-07-30 02:35:05,2020
33,12,40,active,0,0,True,2020-07-30 02:26:25+00:00,False,True,40,True,0,7,,,2020-07-30 02:35:05,2020
34,4,41,active,1,0,True,2020-07-30 02:20:23+00:00,True,True,41,True,0,22,,,2020-07-30 02:35:05,2020
35,1,42,active,1,0,True,2020-07-30 02:13:18+00:00,False,True,42,True,0,21,,,2020-07-30 02:35:05,2020
36,10,43,active,0,0,True,2020-07-30 02:03:49+00:00,True,True,43,True,0,5,,,2020-07-30 02:35:05,2020
37,11,44,active,1,0,True,2020-07-30 02:06:30+00:00,False,True,44,True,0,11,,,2020-07-30 02:35:05,2020
38,13,46,active,1,0,True,2020-07-30 02:31:37+00:00,False,True,46,True,0,5,,,2020-07-30 02:35:05,2020
39,5,47,active,0,0,True,2020-07-30 02:30:23+00:00,True,True,47,True,0,14,,,2020-07-30 02:35:05,2020
40,19,48,active,0,0,True,2020-07-29 23:43:25+00:00,False,True,48,True,0,0,,,2020-07-30 02:35:05,2020
41,14,49,active,0,0,True,2020-07-30 02:19:42+00:00,False,True,49,True,0,4,,,2020-07-30 02:35:05,2020
42,11,50,active,0,0,True,2020-07-30 02:19:19+00:00,True,True,50,True,0,4,,,2020-07-30 02:35:05,2020
43,13,51,active,1,0,True,2020-07-30 01:38:59+00:00,False,True,51,True,0,1,,,2020-07-30 02:35:05,2020
44,22,52,active,0,0,True,2020-07-30 02:09:13+00:00,True,True,52,True,0,1,,,2020-07-30 02:35:05,2020
45,9,53,active,0,0,True,2020-07-30 02:34:50+00:00,False,True,53,True,0,10,,,2020-07-30 02:35:05,2020
46,14,54,active,0,0,True,2020-07-30 01:45:26+00:00,False,True,54,True,0,1,,,2020-07-30 02:35:05,2020
47,1,55,active,0,0,True,2020-07-30 02:20:38+00:00,False,True,55,True,0,14,,,2020-07-30 02:35:05,2020
48,7,56,active,0,0,True,2020-07-30 01:29:58+00:00,True,True,56,True,0,11,,,2020-07-30 02:35:05,2020
49,5,57,active,0,0,True,2020-07-30 02:08:01+00:00,True,True,57,True,0,9,,,2020-07-30 02:35:05,2020
50,1,58,active,0,0,True,2020-07-30 02:25:48+00:00,True,True,58,True,0,18,,,2020-07-30 02:35:05,2020
51,10,59,active,0,0,True,2020-07-30 02:18:36+00:00,True,True,59,True,0,9,,,2020-07-30 02:35:05,2020
52,10,60,active,1,0,True,2020-07-30 02:33:43+00:00,False,True,60,True,0,8,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'off_dock_count': 2, 'valet_revision': 61, 'dock_blocked_count': 0, 'active': True, 'region': 'BOS'}",2020-07-30 02:35:05,2020
53,15,61,active,0,0,True,2020-07-30 01:52:50+00:00,False,True,61,True,0,4,,,2020-07-30 02:35:05,2020
54,0,63,active,0,0,True,2020-07-30 02:05:50+00:00,False,True,63,True,0,15,,,2020-07-30 02:35:05,2020
55,8,64,active,2,0,True,2020-07-30 02:22:55+00:00,False,True,64,True,0,9,,,2020-07-30 02:35:05,2020
56,14,65,active,1,0,True,2020-07-30 02:12:21+00:00,False,True,65,True,0,8,,,2020-07-30 02:35:05,2020
57,0,66,active,0,0,True,2020-07-30 02:34:20+00:00,False,True,66,True,0,15,,,2020-07-30 02:35:05,2020
58,17,67,active,0,0,True,2020-07-30 02:30:36+00:00,True,True,67,True,0,10,,,2020-07-30 02:35:05,2020
59,17,68,active,1,0,True,2020-07-30 02:32:16+00:00,True,True,68,True,0,1,,,2020-07-30 02:35:05,2020
60,12,69,active,1,0,True,2020-07-30 02:23:38+00:00,True,True,69,True,0,6,,,2020-07-30 02:35:05,2020
61,21,70,active,0,0,True,2020-07-30 01:13:39+00:00,False,True,70,True,0,2,,,2020-07-30 02:35:05,2020
62,0,71,active,0,0,True,2020-07-30 01:42:51+00:00,False,True,71,True,0,23,,,2020-07-30 02:35:05,2020
63,21,72,active,1,0,True,2020-07-30 02:14:23+00:00,False,True,72,True,0,1,,,2020-07-30 02:35:05,2020
64,7,73,active,1,0,True,2020-07-30 02:30:52+00:00,False,True,73,True,0,7,,,2020-07-30 02:35:05,2020
65,7,74,active,1,0,True,2020-07-30 02:34:53+00:00,True,True,74,True,0,11,,,2020-07-30 02:35:05,2020
66,15,75,active,0,0,True,2020-07-30 02:31:35+00:00,False,True,75,True,0,0,,,2020-07-30 02:35:05,2020
67,10,76,active,1,0,True,2020-07-30 02:29:40+00:00,False,True,76,True,0,6,,,2020-07-30 02:35:05,2020
68,4,77,active,0,0,True,2020-07-30 01:23:21+00:00,False,True,77,True,0,11,,,2020-07-30 02:35:05,2020
69,1,78,active,0,0,True,2020-07-30 02:30:03+00:00,False,True,78,True,0,18,,,2020-07-30 02:35:05,2020
70,5,79,active,1,0,True,2020-07-30 01:35:06+00:00,False,True,79,True,0,13,,,2020-07-30 02:35:05,2020
71,28,80,active,1,0,True,2020-07-30 02:07:57+00:00,False,True,80,True,0,6,,,2020-07-30 02:35:05,2020
72,14,81,active,0,0,True,2020-07-30 02:25:42+00:00,False,True,81,True,0,5,,,2020-07-30 02:35:05,2020
73,14,82,active,0,0,True,2020-07-30 01:21:58+00:00,False,True,82,True,0,1,,,2020-07-30 02:35:05,2020
74,6,84,active,1,0,True,2020-07-30 01:43:45+00:00,False,True,84,True,0,8,,,2020-07-30 02:35:05,2020
75,18,85,active,1,0,True,2020-07-30 02:09:24+00:00,False,True,85,True,0,0,,,2020-07-30 02:35:05,2020
76,9,86,active,1,0,True,2020-07-30 02:28:55+00:00,False,True,86,True,0,9,,,2020-07-30 02:35:05,2020
77,13,87,active,1,0,True,2020-07-30 01:42:11+00:00,False,True,87,True,0,1,,,2020-07-30 02:35:05,2020
78,5,89,active,0,0,True,2020-07-30 02:17:49+00:00,False,True,89,True,0,14,,,2020-07-30 02:35:05,2020
79,5,90,active,2,0,True,2020-07-30 02:26:35+00:00,False,True,90,True,0,12,,,2020-07-30 02:35:05,2020
80,17,91,active,2,0,True,2020-07-30 02:29:32+00:00,False,True,91,True,0,0,,,2020-07-30 02:35:05,2020
81,9,92,active,1,0,True,2020-07-30 00:56:35+00:00,False,True,92,True,0,9,,,2020-07-30 02:35:05,2020
82,6,93,active,2,0,True,2020-07-30 02:33:02+00:00,False,True,93,True,0,7,,,2020-07-30 02:35:05,2020
83,5,94,active,0,0,True,2020-07-30 02:01:18+00:00,False,True,94,True,0,6,,,2020-07-30 02:35:05,2020
84,1,95,active,2,0,True,2020-07-30 02:34:55+00:00,False,True,95,True,0,12,,,2020-07-30 02:35:05,2020
85,10,96,active,2,0,True,2020-07-30 01:51:42+00:00,False,True,96,True,0,7,,,2020-07-30 02:35:05,2020
86,13,97,active,1,0,True,2020-07-30 02:06:08+00:00,False,True,97,True,0,5,,,2020-07-30 02:35:05,2020
87,13,98,active,0,0,True,2020-07-30 02:22:49+00:00,False,True,98,True,0,9,,,2020-07-30 02:35:05,2020
88,5,99,active,0,0,True,2020-07-30 02:34:06+00:00,False,True,99,True,0,10,,,2020-07-30 02:35:05,2020
89,9,100,active,1,0,True,2020-07-30 02:31:53+00:00,True,True,100,True,0,15,,,2020-07-30 02:35:05,2020
90,13,101,active,0,0,True,2020-07-30 01:50:13+00:00,False,True,101,True,0,2,,,2020-07-30 02:35:05,2020
91,7,102,active,0,0,True,2020-07-30 02:25:49+00:00,False,True,102,True,0,8,,,2020-07-30 02:35:05,2020
92,8,103,active,1,0,True,2020-07-30 02:25:28+00:00,False,True,103,True,0,6,,,2020-07-30 02:35:05,2020
93,4,104,active,1,0,True,2020-07-30 00:57:08+00:00,False,True,104,True,0,14,,,2020-07-30 02:35:05,2020
94,4,105,active,0,0,True,2020-07-30 02:25:25+00:00,False,True,105,True,0,15,,,2020-07-30 02:35:05,2020
95,4,106,active,0,0,True,2020-07-29 12:13:40+00:00,False,True,106,True,0,11,,,2020-07-30 02:35:05,2020
96,8,107,active,1,0,True,2020-07-30 01:58:18+00:00,False,True,107,True,0,10,,,2020-07-30 02:35:05,2020
97,3,108,active,0,0,True,2020-07-30 00:22:47+00:00,False,True,108,True,0,14,,,2020-07-30 02:35:05,2020
98,10,109,active,2,0,True,2020-07-30 00:10:11+00:00,False,True,109,True,0,23,,,2020-07-30 02:35:05,2020
99,8,110,active,0,0,True,2020-07-30 00:51:18+00:00,False,True,110,True,0,7,,,2020-07-30 02:35:05,2020
100,11,111,active,0,0,True,2020-07-30 00:04:11+00:00,False,True,111,True,0,4,,,2020-07-30 02:35:05,2020
101,9,112,active,0,0,True,2020-07-30 01:00:19+00:00,False,True,112,True,0,6,,,2020-07-30 02:35:05,2020
102,0,113,active,0,0,True,2020-07-30 02:01:25+00:00,False,True,113,True,0,15,,,2020-07-30 02:35:05,2020
103,11,114,active,0,0,True,2020-07-30 01:33:30+00:00,False,True,114,True,0,4,,,2020-07-30 02:35:05,2020
104,6,115,active,0,0,True,2020-07-30 02:27:04+00:00,False,True,115,True,0,13,,,2020-07-30 02:35:05,2020
105,10,116,active,0,0,True,2020-07-30 01:48:34+00:00,False,True,116,True,0,13,,,2020-07-30 02:35:05,2020
106,0,117,active,0,0,True,2020-07-30 01:38:33+00:00,False,True,117,True,0,19,,,2020-07-30 02:35:05,2020
107,12,118,active,0,0,True,2020-07-30 01:09:53+00:00,False,True,118,True,0,7,,,2020-07-30 02:35:05,2020
108,5,119,active,0,0,True,2020-07-30 02:17:42+00:00,False,True,119,True,0,10,,,2020-07-30 02:35:05,2020
109,2,120,active,1,0,True,2020-07-30 02:33:32+00:00,False,True,120,True,0,12,,,2020-07-30 02:35:05,2020
110,9,121,active,1,0,True,2020-07-30 02:33:48+00:00,False,True,121,True,0,7,,,2020-07-30 02:35:05,2020
111,12,122,active,0,0,True,2020-07-30 02:19:52+00:00,False,True,122,True,0,3,,,2020-07-30 02:35:05,2020
112,10,124,active,0,0,True,2020-07-30 01:11:26+00:00,False,True,124,True,0,5,,,2020-07-30 02:35:05,2020
113,7,125,active,0,0,True,2020-07-30 01:58:59+00:00,False,True,125,True,0,8,,,2020-07-30 02:35:05,2020
114,13,126,active,0,0,True,2020-07-30 00:05:59+00:00,False,True,126,True,0,2,,,2020-07-30 02:35:05,2020
115,1,128,active,1,0,True,2020-07-30 02:15:11+00:00,False,True,128,True,0,17,,,2020-07-30 02:35:05,2020
116,12,129,active,0,0,True,2020-07-30 02:22:28+00:00,False,True,129,True,0,7,,,2020-07-30 02:35:05,2020
117,5,130,active,0,0,True,2020-07-30 02:21:28+00:00,False,True,130,True,0,10,,,2020-07-30 02:35:05,2020
118,2,131,active,2,0,True,2020-07-30 01:35:35+00:00,False,True,131,True,0,14,,,2020-07-30 02:35:05,2020
119,10,133,active,0,0,True,2020-07-30 01:55:53+00:00,False,True,133,True,0,13,,,2020-07-30 02:35:05,2020
120,11,135,active,1,0,True,2020-07-30 01:46:51+00:00,False,True,135,True,0,5,,,2020-07-30 02:35:05,2020
121,4,136,active,0,0,True,2020-07-30 00:35:20+00:00,False,True,136,True,0,15,,,2020-07-30 02:35:05,2020
122,11,137,active,0,0,True,2020-07-30 01:50:21+00:00,False,True,137,True,0,4,,,2020-07-30 02:35:05,2020
123,3,138,active,0,0,True,2020-07-30 02:13:16+00:00,False,True,138,True,0,12,,,2020-07-30 02:35:05,2020
124,3,139,active,0,0,True,2020-07-30 01:56:17+00:00,False,True,139,True,0,16,,,2020-07-30 02:35:05,2020
125,11,140,active,0,0,True,2020-07-30 01:12:57+00:00,False,True,140,True,0,6,,,2020-07-30 02:35:05,2020
126,7,141,active,0,0,True,2020-07-30 01:46:59+00:00,False,True,141,True,0,8,,,2020-07-30 02:35:05,2020
127,5,142,active,3,0,True,2020-07-30 01:17:36+00:00,False,True,142,True,0,15,,,2020-07-30 02:35:05,2020
128,11,143,active,1,0,True,2020-07-30 02:26:15+00:00,False,True,143,True,0,11,,,2020-07-30 02:35:05,2020
129,16,144,active,0,0,True,2020-07-30 02:05:34+00:00,False,True,144,True,0,3,,,2020-07-30 02:35:05,2020
130,5,145,active,0,0,True,2020-07-30 01:26:10+00:00,False,True,145,True,0,14,,,2020-07-30 02:35:05,2020
131,7,146,active,0,0,True,2020-07-30 02:18:58+00:00,False,True,146,True,0,12,,,2020-07-30 02:35:05,2020
132,10,149,active,0,0,True,2020-07-30 01:53:43+00:00,True,True,149,True,0,8,,,2020-07-30 02:35:05,2020
133,5,150,active,0,0,True,2020-07-30 02:12:38+00:00,False,True,150,True,0,14,,,2020-07-30 02:35:05,2020
134,17,151,active,1,0,True,2020-07-30 02:10:51+00:00,False,True,151,True,0,1,,,2020-07-30 02:35:05,2020
135,1,152,active,0,0,True,2020-07-30 02:23:50+00:00,True,True,152,True,0,14,,,2020-07-30 02:35:05,2020
136,8,156,active,0,0,True,2020-07-30 01:55:22+00:00,False,True,156,True,0,7,,,2020-07-30 02:35:05,2020
137,11,157,active,1,0,True,2020-07-30 02:23:52+00:00,False,True,157,True,0,3,,,2020-07-30 02:35:05,2020
138,7,159,active,1,0,True,2020-07-30 01:28:15+00:00,False,True,159,True,0,7,,,2020-07-30 02:35:05,2020
139,8,160,active,0,0,True,2020-07-30 01:24:55+00:00,True,True,160,True,0,6,,,2020-07-30 02:35:05,2020
140,22,161,active,0,0,True,2020-07-30 02:23:40+00:00,True,True,161,True,0,1,,,2020-07-30 02:35:05,2020
141,13,162,active,0,0,True,2020-07-29 20:56:43+00:00,False,True,162,True,0,2,,,2020-07-30 02:35:05,2020
142,14,163,active,0,0,True,2020-07-30 02:18:25+00:00,True,True,163,True,0,5,,,2020-07-30 02:35:05,2020
143,4,167,active,1,0,True,2020-07-30 01:50:58+00:00,False,True,167,True,0,10,,,2020-07-30 02:35:05,2020
144,7,169,active,0,0,True,2020-07-30 01:06:42+00:00,False,True,169,True,0,12,,,2020-07-30 02:35:05,2020
145,13,170,active,0,0,True,2020-07-30 01:07:22+00:00,True,True,170,True,0,1,,,2020-07-30 02:35:05,2020
146,15,171,active,1,0,True,2020-07-29 23:37:41+00:00,True,True,171,True,0,7,,,2020-07-30 02:35:05,2020
147,6,173,active,2,0,True,2020-07-30 02:30:15+00:00,True,True,173,True,0,6,,,2020-07-30 02:35:05,2020
148,3,174,active,0,0,True,2020-07-30 01:40:06+00:00,False,True,174,True,0,12,,,2020-07-30 02:35:05,2020
149,17,175,active,0,0,True,2020-07-30 02:22:44+00:00,True,True,175,True,0,0,,,2020-07-30 02:35:05,2020
150,2,176,active,0,0,True,2020-07-30 02:16:10+00:00,False,True,176,True,0,13,,,2020-07-30 02:35:05,2020
151,17,177,active,1,0,True,2020-07-30 01:04:43+00:00,False,True,177,True,0,1,,,2020-07-30 02:35:05,2020
152,14,178,active,1,0,True,2020-07-30 02:27:48+00:00,False,True,178,True,0,4,,,2020-07-30 02:35:05,2020
153,1,179,active,0,0,True,2020-07-30 02:11:13+00:00,False,True,179,True,0,24,,,2020-07-30 02:35:05,2020
154,15,180,active,0,0,True,2020-07-30 00:17:45+00:00,False,True,180,True,0,4,,,2020-07-30 02:35:05,2020
155,12,181,active,0,0,True,2020-07-29 22:40:39+00:00,False,True,181,True,0,7,,,2020-07-30 02:35:05,2020
156,10,182,active,0,0,True,2020-07-30 00:25:20+00:00,True,True,182,True,0,9,,,2020-07-30 02:35:05,2020
157,11,183,active,0,0,True,2020-07-30 00:51:15+00:00,False,True,183,True,0,8,,,2020-07-30 02:35:05,2020
158,4,184,active,0,0,True,2020-07-30 02:01:17+00:00,False,True,184,True,0,15,,,2020-07-30 02:35:05,2020
159,9,185,active,2,0,True,2020-07-30 02:18:07+00:00,False,True,185,True,0,4,,,2020-07-30 02:35:05,2020
160,3,186,active,1,0,True,2020-07-30 02:22:42+00:00,True,True,186,True,0,11,,,2020-07-30 02:35:05,2020
161,5,187,active,0,0,True,2020-07-30 01:05:55+00:00,False,True,187,True,0,10,,,2020-07-30 02:35:05,2020
162,6,188,active,0,0,True,2020-07-30 01:44:26+00:00,False,True,188,True,0,9,,,2020-07-30 02:35:05,2020
163,14,189,active,0,0,True,2020-07-30 02:21:21+00:00,True,True,189,True,0,9,,,2020-07-30 02:35:05,2020
164,16,190,active,1,0,True,2020-07-30 02:22:36+00:00,True,True,190,True,0,20,,,2020-07-30 02:35:05,2020
165,13,191,active,0,0,True,2020-07-30 01:42:53+00:00,False,True,191,True,0,2,,,2020-07-30 02:35:05,2020
166,19,192,active,0,0,True,2020-07-30 01:11:39+00:00,False,True,192,True,0,0,,,2020-07-30 02:35:05,2020
167,3,193,active,0,0,True,2020-07-30 00:01:13+00:00,True,True,193,True,0,12,,,2020-07-30 02:35:05,2020
168,4,194,active,0,0,True,2020-07-30 02:25:04+00:00,False,True,194,True,0,15,,,2020-07-30 02:35:05,2020
169,3,195,active,2,0,True,2020-07-30 02:19:12+00:00,False,True,195,True,0,18,,,2020-07-30 02:35:05,2020
170,8,196,active,0,0,True,2020-07-30 01:47:22+00:00,True,True,196,True,0,2,,,2020-07-30 02:35:05,2020
171,10,197,active,1,0,True,2020-07-30 00:36:42+00:00,False,True,197,True,0,4,,,2020-07-30 02:35:05,2020
172,7,199,active,0,0,True,2020-07-30 00:18:04+00:00,False,True,199,True,0,8,,,2020-07-30 02:35:05,2020
173,0,200,active,0,0,True,2020-07-30 02:17:19+00:00,False,True,200,True,0,19,,,2020-07-30 02:35:05,2020
174,15,201,active,0,0,True,2020-07-29 12:09:09+00:00,False,True,201,True,0,0,,,2020-07-30 02:35:05,2020
175,10,202,active,1,0,True,2020-07-29 23:36:32+00:00,False,True,202,True,0,4,,,2020-07-30 02:35:05,2020
176,11,203,active,0,0,True,2020-07-30 00:31:28+00:00,False,True,203,True,0,4,,,2020-07-30 02:35:05,2020
177,14,204,active,0,0,True,2020-07-29 22:19:57+00:00,False,True,204,True,0,1,,,2020-07-30 02:35:05,2020
178,11,205,active,1,0,True,2020-07-30 01:26:15+00:00,False,True,205,True,0,3,,,2020-07-30 02:35:05,2020
179,22,206,active,0,0,True,2020-07-30 01:44:45+00:00,False,True,206,True,0,1,,,2020-07-30 02:35:05,2020
180,0,208,active,0,0,True,2020-07-30 01:35:45+00:00,True,True,208,True,0,15,,,2020-07-30 02:35:05,2020
181,2,209,active,1,0,True,2020-07-30 01:01:19+00:00,False,True,209,True,0,12,,,2020-07-30 02:35:05,2020
182,13,210,active,0,0,True,2020-07-29 23:04:20+00:00,False,True,210,True,0,2,,,2020-07-30 02:35:05,2020
183,3,211,active,1,0,True,2020-07-30 02:28:33+00:00,False,True,211,True,0,15,,,2020-07-30 02:35:05,2020
184,24,212,active,0,0,True,2020-07-30 02:24:49+00:00,False,True,212,True,0,9,,,2020-07-30 02:35:05,2020
185,8,213,active,0,0,True,2020-07-30 02:27:15+00:00,True,True,213,True,0,8,,,2020-07-30 02:35:05,2020
186,3,214,active,0,0,True,2020-07-30 01:59:42+00:00,False,True,214,True,0,12,,,2020-07-30 02:35:05,2020
187,4,215,active,0,0,True,2020-07-29 22:41:34+00:00,False,True,215,True,0,11,,,2020-07-30 02:35:05,2020
188,1,216,active,1,0,True,2020-07-30 02:20:28+00:00,False,True,216,True,0,17,,,2020-07-30 02:35:05,2020
189,14,217,active,0,0,True,2020-07-30 01:44:33+00:00,False,True,217,True,0,5,,,2020-07-30 02:35:05,2020
190,7,218,active,0,0,True,2020-07-30 02:21:41+00:00,False,True,218,True,0,8,,,2020-07-30 02:35:05,2020
191,6,219,active,0,0,True,2020-07-30 00:58:34+00:00,False,True,219,True,0,9,,,2020-07-30 02:35:05,2020
192,14,221,active,1,0,True,2020-07-30 02:25:08+00:00,False,True,221,True,0,4,,,2020-07-30 02:35:05,2020
193,14,222,active,0,0,True,2020-07-29 23:28:42+00:00,True,True,222,True,0,0,,,2020-07-30 02:35:05,2020
194,7,224,active,0,0,True,2020-07-30 00:31:14+00:00,False,True,224,True,0,10,,,2020-07-30 02:35:05,2020
195,0,225,active,3,0,True,2020-07-30 02:33:11+00:00,False,True,225,True,0,16,,,2020-07-30 02:35:05,2020
196,12,226,active,0,0,True,2020-07-30 02:15:24+00:00,False,True,226,True,0,3,,,2020-07-30 02:35:05,2020
197,7,227,active,1,0,True,2020-07-30 02:16:07+00:00,False,True,227,True,0,11,,,2020-07-30 02:35:05,2020
198,10,228,active,0,0,True,2020-07-30 00:57:37+00:00,False,True,228,True,0,9,,,2020-07-30 02:35:05,2020
199,7,232,active,0,0,True,2020-07-29 23:15:59+00:00,False,True,232,True,0,4,,,2020-07-30 02:35:05,2020
200,10,233,active,2,0,True,2020-07-30 01:40:43+00:00,False,True,233,True,0,3,,,2020-07-30 02:35:05,2020
201,8,234,active,0,0,True,2020-07-30 02:11:38+00:00,False,True,234,True,0,7,,,2020-07-30 02:35:05,2020
202,5,235,active,0,0,True,2020-07-30 02:05:20+00:00,False,True,235,True,0,10,,,2020-07-30 02:35:05,2020
203,5,236,active,0,0,True,2020-07-30 01:08:59+00:00,False,True,236,True,0,10,,,2020-07-30 02:35:05,2020
204,7,239,active,0,0,True,2020-07-30 01:53:42+00:00,False,True,239,True,0,8,,,2020-07-30 02:35:05,2020
205,2,255,active,0,0,True,2020-07-30 01:59:20+00:00,False,True,255,True,0,13,,,2020-07-30 02:35:05,2020
206,5,258,active,0,0,True,2020-07-30 00:45:27+00:00,False,True,258,True,0,10,,,2020-07-30 02:35:05,2020
207,14,259,active,0,0,True,2020-07-29 22:31:42+00:00,False,True,259,True,0,1,,,2020-07-30 02:35:05,2020
208,4,260,active,3,0,True,2020-07-29 22:46:53+00:00,False,True,260,True,0,8,,,2020-07-30 02:35:05,2020
209,14,271,active,1,0,True,2020-07-30 00:14:55+00:00,False,True,271,True,0,0,,,2020-07-30 02:35:05,2020
210,11,272,active,2,0,True,2020-07-30 00:58:17+00:00,False,True,272,True,0,6,,,2020-07-30 02:35:05,2020
211,11,273,active,1,0,True,2020-07-30 02:35:04+00:00,False,True,273,True,0,28,,,2020-07-30 02:35:05,2020
212,8,279,active,0,0,True,2020-07-30 01:20:03+00:00,False,True,279,True,0,11,,,2020-07-30 02:35:05,2020
213,12,280,active,0,0,True,2020-07-30 02:20:49+00:00,False,True,280,True,0,7,,,2020-07-30 02:35:05,2020
214,0,282,active,1,0,True,2020-07-30 00:16:05+00:00,False,True,282,True,0,14,,,2020-07-30 02:35:05,2020
215,15,296,active,0,0,True,2020-07-30 02:19:05+00:00,False,True,296,True,0,8,,,2020-07-30 02:35:05,2020
216,18,318,active,1,0,True,2020-07-30 02:26:19+00:00,False,True,318,True,0,0,,,2020-07-30 02:35:05,2020
217,14,319,active,0,0,True,2020-07-30 00:03:44+00:00,False,True,319,True,0,11,,,2020-07-30 02:35:05,2020
218,2,327,active,0,0,True,2020-07-30 02:06:56+00:00,False,True,327,True,0,13,,,2020-07-30 02:35:05,2020
219,7,328,active,0,0,True,2020-07-30 01:38:32+00:00,False,True,328,True,0,8,,,2020-07-30 02:35:05,2020
