,last_reported,station_status,is_installed,station_id,legacy_id,num_docks_disabled,num_bikes_available,eightd_has_available_keys,is_renting,num_ebikes_available,is_returning,num_docks_available,num_bikes_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
194,2020-07-29 19:03:17+00:00,active,True,224,224,0,8,False,True,0,True,9,0,,,2020-07-29 19:16:00,2020
195,2020-07-29 19:14:45+00:00,active,True,225,225,0,10,False,True,0,True,8,1,,,2020-07-29 19:16:00,2020
196,2020-07-29 16:47:37+00:00,active,True,226,226,0,3,False,True,0,True,12,0,,,2020-07-29 19:16:00,2020
197,2020-07-29 19:09:38+00:00,active,True,227,227,0,9,False,True,0,True,10,0,,,2020-07-29 19:16:00,2020
198,2020-07-29 17:26:31+00:00,active,True,228,228,0,6,False,True,0,True,13,0,,,2020-07-29 19:16:00,2020
199,2020-07-29 17:44:10+00:00,active,True,232,232,0,3,False,True,0,True,8,0,,,2020-07-29 19:16:00,2020
200,2020-07-29 18:45:41+00:00,active,True,233,233,0,3,False,True,0,True,11,1,,,2020-07-29 19:16:00,2020
201,2020-07-29 15:34:57+00:00,active,True,234,234,0,4,False,True,0,True,11,0,,,2020-07-29 19:16:00,2020
202,2020-07-29 18:35:55+00:00,active,True,235,235,0,10,False,True,0,True,5,0,,,2020-07-29 19:16:00,2020
203,2020-07-29 19:07:17+00:00,active,True,236,236,0,7,False,True,0,True,8,0,,,2020-07-29 19:16:00,2020
204,2020-07-29 17:09:38+00:00,active,True,239,239,0,3,False,True,0,True,12,0,,,2020-07-29 19:16:00,2020
205,2020-07-29 17:50:43+00:00,active,True,255,255,0,11,False,True,0,True,4,0,,,2020-07-29 19:16:00,2020
206,2020-07-29 12:20:53+00:00,active,True,258,258,0,8,False,True,0,True,7,0,,,2020-07-29 19:16:00,2020
207,2020-07-29 10:42:10+00:00,active,True,259,259,0,0,False,True,0,True,15,0,,,2020-07-29 19:16:00,2020
208,2020-07-29 19:14:18+00:00,active,True,260,260,0,11,False,True,0,True,1,3,,,2020-07-29 19:16:00,2020
209,2020-07-29 17:00:13+00:00,active,True,271,271,0,0,False,True,0,True,14,1,,,2020-07-29 19:16:00,2020
210,2020-07-29 18:53:28+00:00,active,True,272,272,0,11,False,True,0,True,6,2,,,2020-07-29 19:16:00,2020
211,2020-07-29 18:54:40+00:00,active,True,273,273,0,28,False,True,0,True,11,1,,,2020-07-29 19:16:00,2020
